# HD122_101.txt 
# Nodes 
70
# Arcs 
282
# Required Edges 
50
# Num Intervals 
10
# Arcs and travel times 
1	2	595	681	755	702	694	744	768	853	710	601
2	1	614	863	824	710	736	766	745	728	646	627
3	4	420	498	482	469	471	503	494	689	468	423
4	3	479	593	605	567	555	601	667	727	548	484
5	6	1110	1239	1113	1072	1059	1083	1378	1384	1172	944
6	5	864	1068	960	931	919	990	1039	1349	939	875
7	8	518	575	612	601	592	590	614	673	525	541
8	7	481	534	662	560	564	555	576	534	531	484
7	9	423	442	449	446	482	455	451	433	423	418
9	7	375	376	385	424	377	560	402	398	398	365
10	11	517	601	574	608	585	625	603	632	555	514
11	10	562	679	644	686	642	627	656	775	629	575
12	13	203	221	292	259	250	274	271	359	223	212
13	12	146	181	176	192	195	186	192	163	153	149
4	14	483	667	604	572	545	625	582	724	594	484
14	4	569	744	665	696	666	680	724	734	589	582
13	15	914	1171	1033	1050	1007	1015	1084	1175	920	897
15	13	912	1212	1066	1032	1011	1099	1161	1364	994	920
16	17	321	338	478	375	385	393	416	384	356	324
17	16	316	355	382	381	376	372	380	374	327	339
9	18	950	1120	1037	1081	1006	1238	1118	1345	1036	951
18	9	1001	1151	1132	1076	1048	1129	1208	1307	1051	967
19	20	736	962	851	819	801	876	904	1076	812	755
20	19	759	1003	883	890	853	907	954	1022	828	772
21	22	450	534	650	594	598	578	669	628	471	466
22	21	437	540	644	689	570	611	645	544	446	442
23	24	1014	1218	1195	1177	1116	1275	1261	1295	1120	1008
24	23	1099	1253	1281	1178	1271	1294	1375	1390	1108	1083
25	26	638	820	788	802	731	780	801	927	742	638
26	25	653	776	823	781	808	815	818	1007	702	679
25	27	758	892	849	897	839	820	856	921	747	745
27	25	741	882	867	866	829	821	864	1012	780	740
24	28	642	642	783	775	767	760	745	765	646	629
28	24	651	657	772	774	781	738	746	703	658	644
20	28	354	367	440	474	445	458	467	399	378	365
28	20	340	358	439	452	459	455	432	486	351	340
29	30	219	240	278	299	267	288	271	299	221	219
30	29	221	253	273	272	250	318	258	266	227	221
31	32	272	287	337	341	325	352	325	312	318	293
32	31	272	328	375	373	367	379	329	334	369	272
26	33	776	1052	958	930	942	979	1000	1112	858	787
33	26	795	1015	929	910	878	952	999	1161	875	803
26	27	895	1124	1070	1042	1045	1038	1124	1258	900	877
27	26	859	1146	1004	1012	932	1002	1059	1311	929	866
22	32	160	163	199	223	193	222	216	191	160	163
32	22	160	186	201	224	201	197	203	181	160	160
33	34	660	843	786	764	763	793	778	923	723	660
34	33	718	901	818	844	810	872	872	938	809	714
27	34	720	977	860	849	831	848	841	1057	796	717
34	27	834	967	933	949	914	927	942	1009	842	804
30	35	292	400	341	324	307	386	351	400	312	308
35	30	301	405	359	362	329	390	405	484	317	301
36	37	1198	1551	1433	1340	1408	1439	1503	1523	1177	1164
37	36	1103	1463	1299	1341	1264	1351	1457	1659	1261	1114
33	38	747	928	854	831	847	869	873	1171	812	754
38	33	727	1177	880	935	864	877	923	1020	831	754
39	40	337	488	450	457	361	387	492	442	388	358
40	39	325	420	440	423	407	435	438	546	401	329
41	42	232	254	308	302	276	308	318	306	245	232
42	41	211	234	296	294	298	321	306	304	223	215
43	44	292	283	303	311	290	322	320	318	279	290
44	43	299	349	378	353	305	319	317	324	310	329
45	46	525	918	689	712	624	638	629	703	590	545
46	45	520	686	610	603	642	644	615	820	563	527
47	48	458	559	657	611	610	663	616	589	467	432
48	47	432	475	628	627	612	606	638	607	475	432
46	49	493	668	625	586	631	614	612	777	546	492
49	46	498	884	662	666	572	638	629	703	545	521
50	51	280	279	346	326	330	344	325	366	299	270
51	50	292	275	324	334	366	347	345	354	310	275
52	53	397	472	497	494	429	512	484	498	429	397
53	52	375	441	515	492	428	475	481	486	394	375
54	55	1060	1360	1272	1220	1185	1322	1398	1583	1208	1054
55	54	1158	1483	1345	1289	1320	1380	1411	1488	1144	1109
54	56	644	724	798	754	739	786	791	908	750	638
56	54	651	880	832	787	749	796	788	773	690	664
57	58	676	886	734	735	726	763	764	914	695	671
58	57	616	816	712	799	676	711	755	841	691	641
59	60	766	952	979	889	858	892	970	1003	879	792
60	59	825	963	946	927	915	971	983	1098	848	840
61	62	479	590	572	580	540	578	599	619	494	484
62	61	492	624	566	552	568	585	610	703	549	495
53	63	518	708	667	665	568	660	673	839	550	537
63	53	567	671	661	626	567	672	670	773	571	527
64	65	285	366	381	360	377	356	378	399	306	295
65	64	297	375	382	398	410	410	408	453	304	306
58	66	644	894	806	769	724	785	824	988	771	631
66	58	656	726	772	703	753	788	776	924	662	666
60	67	568	743	688	650	639	668	749	789	605	576
67	60	559	808	682	633	619	677	690	773	663	581
55	68	520	724	643	620	616	695	672	805	568	535
68	55	403	575	542	462	450	507	534	742	533	402
69	70	477	855	608	609	550	556	575	639	523	502
70	69	471	620	544	504	534	556	549	686	493	475
56	65	500	634	605	601	595	676	676	745	594	508
65	56	545	649	682	672	649	719	679	725	571	558
62	70	325	380	350	368	363	375	371	424	340	325
70	62	338	380	381	372	370	399	405	428	349	335
63	70	366	468	418	397	341	403	419	521	349	331
70	63	317	424	393	344	336	418	401	450	341	334
1	9	715	816	838	818	812	840	847	981	832	718
9	1	703	960	854	822	794	989	825	763	746	716
1	12	905	1145	1089	1069	1057	1129	1100	1273	1028	908
12	1	980	1142	1150	1119	1129	1137	1075	1073	969	946
1	17	757	850	881	868	847	862	899	1120	858	753
17	1	796	1066	936	906	906	910	959	928	841	831
2	3	348	424	469	412	450	433	455	393	382	341
3	2	342	453	447	437	410	411	407	437	368	342
2	12	588	659	701	676	656	715	689	762	623	594
12	2	608	663	777	689	682	728	699	792	659	605
2	30	518	591	580	575	543	594	588	662	554	518
30	2	558	599	631	599	581	653	620	739	605	558
2	46	405	441	527	467	494	499	541	499	422	402
46	2	424	452	549	576	531	516	590	615	467	424
2	49	634	806	746	700	725	741	760	1008	694	646
49	2	637	959	825	776	715	751	750	919	685	653
3	9	457	605	585	568	605	568	575	605	542	480
9	3	462	560	555	582	529	714	582	521	519	462
3	14	902	1164	1062	1105	1014	1129	1125	1289	982	928
14	3	931	1232	1117	1165	1102	1088	1172	1232	1000	943
3	30	608	759	720	710	667	713	693	827	671	608
30	3	629	733	713	707	714	750	764	810	694	629
3	42	728	954	826	844	810	912	939	1040	808	755
42	3	767	1001	929	949	914	961	994	1062	835	776
4	5	462	626	531	494	496	531	532	737	581	463
5	4	718	707	646	628	624	651	911	898	740	569
4	6	485	608	603	530	535	572	636	701	546	495
6	4	397	464	444	424	431	464	462	671	427	397
5	11	801	807	772	720	718	753	1022	1074	821	653
11	5	618	795	751	684	669	714	728	916	762	618
6	10	442	505	508	517	497	502	531	597	481	450
10	6	429	598	523	494	498	523	554	467	479	428
6	11	473	556	545	514	514	528	556	619	502	470
11	6	505	636	628	600	568	572	642	660	587	504
7	18	658	774	753	755	730	785	781	945	707	669
18	7	671	784	798	755	755	796	886	831	719	671
7	30	339	364	380	399	368	408	377	437	358	340
30	7	354	362	401	402	406	425	434	460	363	354
8	16	54	69	69	61	63	54	59	54	54	54
16	8	54	54	71	54	54	85	71	54	54	54
8	18	911	1109	1126	1061	1015	1062	1097	1215	1036	923
18	8	929	1119	1086	1027	1031	1108	1171	1306	973	927
9	30	631	692	698	729	646	871	693	794	681	631
30	9	699	728	723	706	708	766	722	794	710	668
10	15	617	873	768	769	735	742	787	722	672	619
15	10	644	746	759	742	746	749	785	928	727	650
13	35	263	375	288	322	280	336	341	389	272	270
35	13	325	474	414	385	359	454	471	588	416	334
13	48	228	269	308	284	283	310	270	282	263	228
48	13	201	220	256	249	250	255	258	238	202	205
14	15	1177	1511	1372	1369	1360	1364	1448	1458	1205	1162
15	14	1080	1412	1281	1310	1212	1321	1385	1548	1167	1090
14	42	211	217	322	329	295	311	341	293	215	211
42	14	209	209	269	351	264	289	308	295	209	209
16	18	923	1120	1188	1075	1036	1097	1128	1288	1036	939
18	16	938	1137	1105	1043	1041	1136	1176	1300	982	936
16	42	730	915	942	861	820	895	939	956	824	747
42	16	786	929	977	915	930	992	982	1150	828	802
16	47	784	953	1055	905	934	936	946	1034	860	790
47	16	828	992	1024	974	914	960	1020	1029	884	843
16	53	748	858	1033	870	855	866	895	893	789	748
53	16	786	904	960	940	876	924	919	993	828	786
16	57	788	903	1050	956	945	896	951	990	844	788
57	16	853	1051	972	940	951	971	984	1037	868	843
17	18	706	876	793	822	776	823	825	945	769	714
18	17	675	802	781	736	738	782	862	983	719	674
17	49	508	644	619	605	592	599	630	663	553	523
49	17	463	678	599	601	533	544	576	600	503	501
19	29	401	499	535	490	498	480	531	564	445	401
29	19	414	486	544	552	547	542	616	597	486	414
19	34	610	775	742	727	708	738	742	844	676	610
34	19	669	831	758	772	734	803	805	865	746	666
20	35	386	498	433	475	428	499	498	540	410	402
35	20	362	503	443	402	393	460	484	627	446	362
20	41	68	68	84	91	75	89	93	73	68	68
41	20	68	68	82	80	83	84	86	68	68	68
20	42	257	271	351	328	310	349	366	322	264	256
42	20	253	265	329	339	303	333	363	328	264	260
21	38	425	495	605	550	547	541	611	585	449	451
38	21	412	484	577	643	559	556	595	487	431	427
22	31	277	322	375	348	296	345	307	299	279	277
31	22	277	284	364	356	303	353	342	296	280	290
23	29	366	431	449	444	451	443	456	477	393	361
29	23	423	487	499	518	484	501	536	605	466	434
23	31	738	935	820	808	828	855	820	1108	805	753
31	23	794	1086	930	910	861	876	932	1070	910	803
23	32	610	801	699	660	666	734	688	909	655	607
32	23	613	879	731	725	663	682	723	949	711	637
24	31	966	1071	1174	1064	1128	1173	1125	1205	994	986
31	24	975	1123	1207	1177	1116	1242	1215	1237	1106	1008
25	37	941	1120	1048	1070	1053	1040	1030	1053	906	907
37	25	894	1014	1067	1059	1044	1060	1042	1247	1013	889
28	29	237	254	319	326	350	364	345	303	256	237
29	28	237	254	346	368	331	339	329	292	257	237
30	47	521	578	680	672	655	693	700	762	582	521
47	30	524	609	672	646	629	709	699	712	541	507
30	53	631	705	727	705	683	762	729	812	678	631
53	30	590	712	738	771	646	724	693	807	635	590
30	57	684	772	715	749	732	753	755	802	699	679
57	30	675	888	749	771	737	779	753	878	695	664
35	41	295	437	379	354	331	397	420	566	380	296
41	35	336	448	382	428	376	448	445	495	360	352
35	42	312	463	402	365	338	426	477	648	411	313
42	35	354	486	444	466	437	519	487	620	377	366
36	38	654	841	839	789	838	850	863	1055	699	673
38	36	673	988	838	892	888	920	911	953	797	700
37	58	840	1038	964	960	951	986	994	1267	970	844
58	37	873	1167	1024	1040	928	1001	1009	1066	906	869
37	66	1193	1521	1423	1409	1360	1483	1521	1720	1367	1205
66	37	1300	1621	1506	1407	1489	1518	1545	1644	1277	1249
39	43	403	590	514	482	423	453	508	629	442	409
43	39	372	436	446	429	393	486	454	682	421	362
39	44	364	410	463	447	390	441	453	502	368	364
44	39	375	427	485	486	406	450	450	537	400	388
40	44	414	457	469	486	462	466	489	476	432	428
44	40	449	502	588	566	477	493	529	562	470	462
40	45	551	739	659	649	685	652	676	841	577	563
45	40	551	870	784	756	654	654	657	675	616	583
40	46	346	417	450	422	410	408	411	459	380	346
46	40	369	444	464	465	468	463	487	540	432	385
41	48	162	167	208	213	204	215	203	177	162	162
48	41	162	167	202	205	193	220	236	201	168	162
42	47	489	574	668	643	647	707	677	776	565	501
47	42	483	609	643	636	592	695	689	761	558	486
42	48	207	207	284	343	261	297	299	256	207	207
48	42	208	214	327	325	305	317	344	289	212	208
42	57	806	966	953	989	976	986	1048	1060	844	807
57	42	799	1079	867	905	862	956	999	1089	836	793
43	60	637	792	716	674	650	768	741	933	708	625
60	43	708	836	810	785	757	805	873	956	732	703
44	45	603	759	688	718	685	720	676	919	626	625
45	44	612	910	737	726	665	722	689	786	638	612
44	46	223	223	239	258	251	261	246	229	223	223
46	44	218	218	242	247	245	264	276	221	218	221
45	49	99	114	147	186	153	160	164	137	109	101
49	45	97	108	155	159	131	153	137	121	108	101
47	57	850	1079	1001	1034	976	938	1051	1166	895	835
57	47	844	1131	968	949	954	982	963	1159	872	831
47	61	321	425	445	444	418	455	533	471	325	321
61	47	320	436	464	417	397	419	427	459	350	320
50	52	537	601	692	605	640	701	721	710	564	549
52	50	475	552	562	545	531	549	590	700	572	459
50	69	589	730	723	672	695	762	735	1003	654	615
69	50	561	918	722	665	636	694	708	847	673	589
51	52	745	855	949	844	914	960	985	1003	761	802
52	51	754	863	882	879	870	864	923	993	834	718
51	62	825	1015	1036	941	1009	1067	1036	1107	843	854
62	51	829	1011	987	955	959	977	1034	1098	945	816
51	66	175	170	197	205	205	194	196	194	171	175
66	51	171	170	203	224	201	208	207	206	172	178
52	69	464	620	556	556	554	556	587	778	477	469
69	52	471	775	588	587	554	554	581	641	502	492
53	61	714	903	872	880	802	905	892	1098	773	728
61	53	732	896	865	862	806	876	885	955	774	738
54	57	450	539	584	549	567	571	569	694	540	449
57	54	447	650	618	524	555	545	560	503	454	445
54	65	923	1162	1075	1044	1007	1121	1185	1353	1064	915
65	54	1035	1231	1201	1181	1190	1221	1242	1245	1027	1006
55	59	867	1111	1066	1016	1020	1126	1093	1360	914	899
59	55	840	1080	1114	1011	956	1037	1100	1117	963	868
55	61	332	373	450	415	414	497	462	547	354	342
61	55	353	395	480	429	411	446	481	554	414	356
55	67	628	852	805	735	739	820	842	987	675	646
67	55	625	1080	827	752	710	832	827	953	748	652
56	64	505	596	593	611	607	656	653	737	534	506
64	56	483	616	617	561	582	602	606	636	536	484
59	67	731	836	967	829	779	844	901	781	801	732
67	59	713	882	875	831	806	851	842	859	760	759
59	68	444	514	620	522	524	522	546	608	521	449
68	59	638	819	746	730	701	734	746	786	670	654
61	67	492	666	618	608	566	572	657	654	525	496
67	61	508	799	644	597	579	636	653	725	595	540
61	68	379	485	432	436	414	456	462	502	410	391
68	61	288	397	341	321	317	374	375	462	350	289
62	63	293	318	386	321	344	380	380	412	307	302
63	62	298	376	378	329	317	344	363	382	280	273
63	69	298	363	376	337	358	346	370	423	310	325
69	63	278	421	431	327	352	336	365	352	311	306
64	68	340	462	423	382	387	419	414	471	391	344
68	64	279	397	342	340	330	315	369	434	311	281
67	68	348	676	424	421	386	416	459	438	388	379
68	67	281	390	378	359	311	312	333	356	297	279
# Required Edges 
1	2
3	4
5	6
7	8
7	9
10	11
12	13
4	14
13	15
16	17
9	18
19	20
21	22
23	24
25	26
25	27
24	28
20	28
29	30
31	32
26	33
26	27
22	32
33	34
27	34
30	35
36	37
33	38
39	40
41	42
43	44
45	46
47	48
46	49
50	51
52	53
54	55
54	56
57	58
59	60
61	62
53	63
64	65
58	66
60	67
55	68
69	70
56	65
62	70
63	70
Time Intervals 
5400
10800
16200
21600
27000
32400
37800
43200
48600
54000
