# F7713_152.txt 
# Nodes 
49
# Arcs 
168
# Required Edges 
22
# Num Intervals 
15
# Arcs and travel times 
1	2	743	772	1195	1009	957	961	925	926	909	950	946	778	737	731	807
8	9	745	789	837	964	964	960	879	891	888	867	1029	1179	814	771	763
15	16	697	793	950	980	893	934	855	840	945	988	1115	1039	773	777	720
22	23	195	195	240	266	295	305	249	260	221	276	216	202	195	195	195
29	30	1051	1246	1365	1337	1354	1371	1378	1338	1356	1394	1518	1571	1116	1152	1187
36	37	1158	1229	1557	1380	1401	1408	1292	1366	1392	1478	1640	1592	1206	1176	1163
43	44	1066	1178	1362	1229	1175	1220	1131	1195	1223	1212	1394	1244	1160	1066	1066
2	3	1789	2049	2080	2012	1981	1957	1999	2082	2143	2329	2654	2535	2075	1835	1759
9	10	1065	735	1374	878	1298	899	807	844	1341	1342	841	788	1065	732	725
16	17	470	490	728	719	617	704	716	582	605	641	653	617	474	484	497
23	24	360	360	625	547	528	542	534	496	555	585	669	582	394	399	360
30	31	1275	1568	1739	1464	1518	1433	1490	1453	1563	1447	1694	1782	1355	1398	1289
37	38	1485	1542	1907	1689	1627	1673	1633	1724	1736	1820	1975	1787	1647	1457	1407
44	45	1427	1575	1710	1649	1676	1660	1625	1603	1673	1677	2000	2000	1538	1496	1524
3	4	1281	1411	1599	1575	1531	1545	1463	1572	1558	1586	1674	1651	1405	1307	1306
10	11	2060	2132	2320	2228	2492	2202	2224	2202	2233	2501	2333	2229	2060	2060	2060
17	18	804	806	1184	1081	1187	1110	1113	1154	1077	1119	1098	1050	841	861	807
24	25	542	618	802	659	644	656	686	666	627	688	774	696	735	567	553
31	32	1186	1205	1420	1354	1350	1351	1333	1426	1368	1395	1420	1492	1258	1161	1186
38	39	90	90	92	94	97	98	92	95	100	119	109	90	100	90	90
45	46	2276	2918	2796	2582	2425	2502	2445	2690	2434	2506	2679	2604	2281	2146	2169
4	5	1117	1201	1369	1246	1231	1224	1175	1231	1228	1241	1429	1291	1202	1098	1098
11	12	2442	2556	2734	2564	2572	2754	2529	2610	2698	2819	3024	2824	2443	2298	2239
18	19	1126	1494	1500	1471	1458	1401	1307	1344	1427	1394	1650	1508	1326	1177	1148
25	26	406	424	595	556	534	536	587	547	573	564	554	523	454	433	408
32	33	837	930	1279	1146	1151	1162	1085	1167	1147	1201	1258	1133	972	916	938
39	40	326	375	457	405	426	414	335	397	387	397	411	347	364	326	326
46	47	521	521	616	731	686	658	660	593	629	640	604	543	521	521	521
5	6	1226	1313	1432	1552	1457	1414	1473	1493	1393	1420	1644	1496	1278	1318	1214
12	13	1066	1144	1177	1405	1276	1298	1231	1278	1303	1321	1336	1478	1144	1144	1123
19	20	1221	1261	1387	1414	1431	1409	1433	1413	1455	1452	1562	1483	1252	1263	1226
26	27	645	705	774	802	826	728	741	831	846	816	969	931	705	645	645
33	34	768	714	1157	864	967	885	831	837	1010	1087	919	851	829	704	697
40	41	1123	1129	1443	1239	1257	1297	1192	1262	1255	1204	1351	1219	1127	1100	1100
47	48	1218	1253	1415	1441	1446	1423	1465	1460	1460	1447	1701	1792	1511	1218	1220
6	7	1039	1039	1292	1253	1306	1282	1185	1234	1163	1183	1430	1403	1095	1058	1058
13	14	1435	1448	1706	1629	1607	1610	1511	1568	1832	1707	1663	1612	1555	1360	1352
20	21	1131	1225	1482	1448	1375	1379	1336	1348	1360	1419	1607	1545	1207	1177	1183
27	28	936	1015	1111	1015	1059	995	1047	1086	1016	1067	1195	1229	1026	936	936
34	35	638	722	858	762	730	773	736	745	785	818	969	964	853	668	643
41	42	647	649	835	896	885	880	856	819	859	782	790	772	653	647	647
48	49	1169	1206	1572	1366	1385	1287	1290	1444	1347	1323	1481	1352	1256	1169	1169
1	8	1352	1583	1594	1510	1517	1541	1514	1535	1543	1720	1954	1871	1456	1380	1304
8	15	481	530	601	683	672	699	597	611	710	659	702	588	544	524	479
15	22	635	705	785	820	812	860	788	756	846	861	862	758	667	708	650
22	29	707	712	917	883	986	1028	799	886	894	974	930	851	727	718	707
29	36	1134	1283	1591	1507	1434	1519	1409	1510	1427	1550	1691	1560	1179	1167	1186
36	43	418	496	467	483	498	487	446	453	451	444	594	541	464	418	418
2	9	2068	2301	2407	2342	2310	2285	2328	2424	2415	2537	3138	2810	2343	2123	2058
9	16	958	897	1187	1150	1184	1146	1051	1122	1269	1252	1147	1102	979	910	952
16	23	694	730	1174	924	850	898	820	789	859	874	938	788	785	704	694
23	30	795	979	1070	953	916	1015	1032	978	1022	1007	1169	1286	868	872	892
30	37	715	715	1033	1017	1070	977	906	927	917	970	937	984	732	813	715
37	44	910	752	1275	930	1122	968	848	885	1170	1266	1075	961	958	751	728
3	10	537	536	626	683	610	655	613	643	616	645	639	560	536	534	534
10	17	606	622	763	676	731	754	693	738	735	738	989	979	672	608	610
17	24	621	626	1003	804	796	769	774	737	807	848	839	762	678	642	625
24	31	1040	1087	1327	1158	1186	1105	1183	1162	1224	1264	1359	1288	1125	1065	1065
31	38	742	722	866	858	815	830	830	821	830	830	869	871	825	733	712
38	45	1498	1701	1710	1683	1616	1622	1574	1666	1610	1627	2000	2000	1538	1548	1546
4	11	1160	1232	1545	1564	1351	1364	1575	2060	1302	1433	1433	1329	1302	1232	1232
11	18	2220	2423	2457	2372	2347	2597	2412	2394	2384	2424	2824	2606	2263	2163	2139
18	25	1045	1244	1406	1363	1309	1296	1215	1208	1364	1274	1493	1465	1246	1092	1060
25	32	771	890	1038	979	912	950	912	969	945	998	1081	1120	841	810	792
32	39	967	1089	1204	1152	1152	1027	1094	1112	1088	1202	1348	1316	1143	975	967
39	46	1019	1136	1514	1312	1233	1244	1198	1312	1163	1298	1233	1108	1108	1019	1106
5	12	333	339	469	490	478	497	420	453	515	480	538	465	360	333	333
12	19	263	263	448	440	429	449	455	445	461	445	453	400	282	291	263
19	26	482	482	604	638	626	684	713	627	615	652	670	573	482	482	482
26	33	549	565	673	613	688	658	652	709	718	728	809	873	619	551	553
33	40	1449	1394	1855	1547	1649	1489	1415	1550	1704	1767	1747	1643	1484	1319	1292
40	47	827	912	1255	1095	1009	1012	976	963	967	1119	1065	872	859	834	827
6	13	1660	1823	2038	1984	1953	1942	1914	1958	1879	2046	2229	2122	1841	1719	1703
13	20	1702	1724	2047	1924	1928	1920	1822	1849	2188	2028	2043	1892	1820	1638	1630
20	27	408	408	536	526	541	553	461	461	504	515	550	481	408	408	408
27	34	548	613	837	722	701	674	662	645	705	690	813	787	643	548	548
34	41	549	579	762	712	672	676	632	634	668	704	743	703	576	568	560
41	48	1498	1549	1638	1765	1753	1628	1731	1775	1783	1745	1766	1830	1643	1491	1491
7	14	693	728	992	815	857	783	819	767	849	852	836	794	750	709	693
14	21	779	866	1025	990	880	958	896	957	916	1018	1263	1193	853	823	815
21	28	1437	1498	1929	1687	1647	1623	1637	1723	1627	1774	1904	1893	1618	1435	1425
28	35	1434	1644	1723	1607	1592	1560	1527	1618	1626	1792	1909	1749	1554	1490	1399
35	42	597	625	717	786	831	830	805	824	819	783	736	681	606	605	622
42	49	734	748	989	904	855	953	932	893	943	904	884	806	746	742	738
2	1	732	723	853	878	834	812	965	866	845	875	1000	1037	894	727	722
9	8	1141	867	1320	1047	1490	1123	977	1067	1490	1381	1187	1142	1151	871	925
16	15	764	939	1274	1083	946	1053	886	940	1099	1090	1268	1225	1017	818	771
23	22	214	214	277	248	278	322	254	306	269	289	295	223	214	214	214
30	29	1089	1255	1569	1320	1331	1369	1269	1312	1332	1374	1650	1557	1274	1184	1106
37	36	1132	1194	1625	1367	1349	1418	1244	1349	1382	1451	1513	1372	1209	1131	1108
44	43	1228	1223	1341	1479	1395	1275	1382	1422	1418	1457	1418	1417	1229	1206	1204
3	2	2152	2505	2546	2467	2329	2392	2326	2434	2414	2467	2406	2443	2062	2039	1993
10	9	730	748	890	855	860	858	823	868	811	807	1106	1133	797	734	734
17	16	480	480	697	673	677	628	615	625	678	707	688	584	483	501	481
24	23	428	449	656	575	531	540	505	503	549	547	596	464	461	438	428
31	30	1359	1560	1607	1461	1513	1476	1529	1488	1513	1531	1933	1875	1413	1375	1311
38	37	1343	1476	1708	1607	1552	1568	1459	1571	1578	1645	1836	1830	1416	1356	1343
45	44	1419	1618	1772	1645	1621	1585	1567	1621	1569	1810	1960	1810	1586	1536	1435
4	3	1159	1278	1397	1319	1228	1235	1188	1243	1274	1358	1631	1493	1296	1183	1133
11	10	2062	2051	2253	2246	2246	2444	2206	2251	2250	2212	2385	2280	2110	1997	1965
18	17	780	780	1068	1179	1178	1139	1019	1030	1161	1096	1074	986	797	819	780
25	24	494	548	794	671	604	649	626	628	648	683	752	675	558	528	504
32	31	1162	1309	1496	1349	1337	1233	1362	1292	1360	1374	1510	1384	1250	1216	1204
39	38	90	90	97	97	101	96	97	132	97	97	100	99	91	90	90
46	45	2193	2392	2432	2378	2303	2305	2349	2410	2499	2371	2910	3066	2327	2193	2114
5	4	1154	1166	1310	1368	1381	1286	1359	1421	1364	1389	1417	1416	1238	1171	1163
12	11	2272	2525	2960	2607	2686	2523	2547	2600	2593	2960	2960	2960	2333	2377	2333
19	18	1145	1286	1475	1350	1439	1369	1345	1394	1353	1383	1580	1608	1192	1215	1263
26	25	451	456	558	511	576	536	506	574	558	572	587	499	473	455	451
33	32	833	888	1142	1064	1193	1119	1003	1091	1138	1202	1160	1105	942	912	912
40	39	449	452	551	491	494	543	480	491	508	506	500	468	458	449	437
47	46	519	519	813	778	783	811	651	653	649	736	677	533	519	519	588
6	5	1172	1252	1477	1409	1434	1397	1382	1420	1339	1391	1525	1404	1261	1224	1206
13	12	1361	1254	1572	1503	1684	1461	1353	1436	1782	1621	1565	1385	1361	1186	1138
20	19	1164	1180	1556	1428	1428	1430	1360	1426	1357	1394	1514	1311	1206	1172	1172
27	26	645	707	1013	820	842	827	795	824	819	818	897	835	773	645	645
34	33	672	755	975	778	779	819	805	802	840	833	984	1006	767	686	691
41	40	1174	1189	1298	1421	1419	1244	1355	1356	1408	1368	1357	1350	1219	1174	1174
48	47	1103	1202	1541	1371	1300	1297	1255	1315	1254	1361	1327	1177	1177	1103	1202
7	6	1038	1108	1432	1299	1237	1214	1245	1222	1201	1235	1316	1326	1149	1149	1029
14	13	1301	1427	1585	1548	1421	1487	1398	1509	1487	1585	1841	1771	1510	1326	1326
21	20	1140	1168	1646	1338	1331	1363	1343	1310	1348	1420	1336	1402	1215	1150	1150
28	27	851	882	949	931	977	912	935	986	953	953	1031	1063	938	840	876
35	34	650	757	925	866	814	870	825	861	826	855	975	905	709	702	687
42	41	655	655	764	916	962	951	916	849	914	918	897	740	677	655	658
49	48	1273	1315	1407	1444	1497	1331	1381	1460	1479	1447	1578	1610	1420	1290	1256
8	1	1270	1504	1750	1481	1492	1531	1524	1470	1502	1638	1780	1727	1340	1331	1275
15	8	201	208	225	270	241	262	282	245	260	271	268	230	203	230	208
22	15	671	711	837	883	862	938	760	830	893	900	873	810	739	705	665
29	22	724	738	855	950	954	1004	954	950	888	1003	890	830	742	730	733
36	29	1129	1256	1562	1381	1418	1444	1399	1374	1391	1496	1732	1544	1298	1163	1139
43	36	418	413	494	447	500	482	447	414	478	450	452	410	395	412	386
9	2	2448	2635	2986	2588	2697	2583	2482	2571	2947	2891	2648	2627	2505	2173	2138
16	9	955	955	1331	1260	1133	1213	1117	1095	1178	1230	1175	1068	994	955	955
23	16	637	637	952	866	802	801	845	836	847	948	1004	1017	738	667	637
30	23	805	973	1323	1057	1024	1054	905	1039	1003	965	1111	1063	885	905	825
37	30	723	726	1073	999	1052	1052	1020	995	1053	1051	1051	956	772	787	728
44	37	742	786	869	931	999	953	931	882	962	1088	1063	1100	811	758	756
10	3	502	512	584	551	537	583	537	544	555	594	571	561	542	514	542
17	10	683	592	1078	737	927	745	668	693	885	1006	750	667	707	588	582
24	17	674	687	923	876	890	948	896	812	810	947	929	929	714	690	701
31	24	1129	1185	1360	1271	1247	1264	1239	1275	1275	1287	1488	1448	1211	1102	1096
38	31	571	599	807	820	638	665	621	720	638	754	701	684	615	582	585
45	38	1577	1921	1849	1809	1692	1714	1741	1973	1708	1795	2138	1958	1782	1575	1570
11	4	1186	1150	1411	1354	1343	1463	1325	1335	1285	1239	1366	1372	1228	1179	1143
18	11	2132	2446	2682	2463	2631	2383	2425	2333	2494	2960	2645	2553	2202	2202	2132
25	18	1003	1110	1302	1168	1208	1200	1151	1217	1176	1192	1317	1449	1074	1074	1081
32	25	819	1035	1234	1015	963	958	963	986	962	1025	1267	1241	1029	855	844
39	32	885	912	1031	1059	1020	995	942	1068	1029	1029	1072	1124	977	874	920
46	39	1066	1085	1204	1216	1219	1205	1271	1258	1248	1279	1471	1629	1324	1063	1063
12	5	293	307	379	389	375	407	384	395	421	388	468	357	302	322	306
19	12	249	255	366	386	389	401	383	344	509	426	456	349	298	249	249
26	19	442	446	513	582	611	609	586	643	533	557	520	510	442	442	442
33	26	728	489	1115	635	1030	616	653	623	1001	1091	641	588	752	489	483
40	33	1261	1416	1641	1428	1402	1458	1343	1411	1478	1568	1799	1740	1369	1261	1250
47	40	906	926	1110	1142	1156	1079	1108	1079	1124	1111	1328	1355	1128	929	915
13	6	1808	1808	2121	2090	2046	2050	1927	2001	2292	2159	2223	2058	1893	1722	1716
20	13	1614	1755	1966	1967	1823	1879	1823	1844	1879	1965	2122	2072	1823	1658	1649
27	20	414	419	567	549	589	552	458	464	465	493	450	414	457	414	414
34	27	550	603	654	635	658	612	614	619	617	649	750	768	582	615	548
41	34	574	574	758	786	770	833	809	829	784	821	800	689	574	574	574
48	41	1427	1466	1843	1603	1664	1599	1584	1661	1617	1596	1763	1595	1514	1427	1427
14	7	673	680	916	796	734	739	710	796	753	778	992	1044	729	678	679
21	14	861	896	1326	1059	1072	1035	1005	1026	1001	1082	1087	1046	942	877	861
28	21	1308	1549	1619	1507	1576	1514	1451	1523	1574	1554	1824	1841	1432	1328	1313
35	28	1518	1680	1975	1759	1705	1728	1665	1863	1737	1852	2109	2022	1652	1535	1499
42	35	694	706	839	950	953	980	899	878	944	892	946	763	706	709	706
49	42	700	728	871	858	890	869	851	932	877	853	1002	908	748	702	720
# Required Edges 
2	1
9	8
10	9
23	24
31	32
38	39
33	32
34	33
6	7
28	27
42	41
48	49
15	8
37	44
17	10
24	31
18	25
19	12
6	13
41	34
35	28
42	35
Time Intervals 
3600
7200
10800
14400
18000
21600
25200
28800
32400
36000
39600
43200
46800
50400
54000
