# HG121_52.txt 
# Nodes 
60
# Arcs 
210
# Required Edges 
41
# Num Intervals 
5
# Arcs and travel times 
1	2	361	424	421	416	363
2	1	394	456	446	501	420
3	4	1141	1356	1271	1392	1287
4	3	1235	1438	1404	1499	1248
4	5	879	1076	1006	1120	968
5	4	845	971	943	987	918
6	7	364	464	448	459	376
7	6	367	433	418	429	364
5	8	779	869	828	983	839
8	5	861	995	953	1104	924
5	9	646	782	745	771	732
9	5	652	804	723	801	675
10	11	1472	1455	1413	1822	1459
11	10	1209	1336	1300	1409	1400
12	13	292	405	375	405	357
13	12	292	487	403	496	408
14	15	1021	999	954	1241	1046
15	14	801	1003	869	985	929
14	16	1281	1246	1184	1556	1303
16	14	1031	1121	1080	1220	1108
17	18	443	525	524	557	464
18	17	205	259	253	278	204
11	18	936	1000	987	1046	1087
18	11	751	844	783	845	787
11	19	1029	1110	1096	1222	1216
19	11	1139	1212	1231	1309	1125
11	20	864	990	957	988	1057
20	11	956	1017	1023	1050	971
13	21	303	435	383	420	399
21	13	303	350	329	343	348
22	23	401	492	441	535	536
23	22	449	543	532	641	473
24	25	444	634	568	662	480
25	24	441	564	527	588	442
26	27	459	616	548	614	492
27	26	474	629	565	652	489
25	28	317	452	412	406	335
28	25	317	397	411	425	343
29	30	1116	1512	1177	1430	1189
30	29	1231	1284	1284	1354	1140
31	32	773	933	868	906	894
32	31	816	1018	927	994	886
31	33	845	980	914	955	957
33	31	881	1018	921	994	861
32	34	485	585	541	622	593
34	32	527	643	560	627	578
35	36	908	1044	998	1113	1073
36	35	980	1040	1048	1017	960
36	37	594	725	671	688	638
37	36	543	729	600	655	673
36	38	463	551	541	571	496
38	36	461	550	504	679	476
39	40	768	913	869	883	790
40	39	775	971	936	878	817
39	41	1137	1228	1243	1304	1085
41	39	1046	1252	1275	1199	1199
42	43	559	613	603	617	586
43	42	538	635	632	696	589
44	45	554	676	631	752	611
45	44	545	692	639	686	583
41	46	713	848	874	839	847
