# P142200_51.txt 
# Nodes 
28
# Arcs 
158
# Required Edges 
31
# Num Intervals 
5
# Arcs and travel times 
1	2	471	598	683	639	576
2	1	651	818	764	855	757
1	4	410	501	460	573	477
4	1	498	681	658	733	552
2	3	851	1080	987	1051	925
3	2	881	1129	1113	1176	1015
2	4	401	542	547	681	401
4	2	401	543	513	532	430
3	4	820	1017	976	1067	886
4	3	805	1006	935	1023	864
5	6	914	1266	1131	1280	921
6	5	882	1133	1025	1152	964
6	7	863	1063	993	1146	907
7	6	905	1092	1037	1078	1097
6	8	931	1248	1226	1254	1020
8	6	938	1359	1187	1353	938
9	10	870	1099	996	1088	887
10	9	888	1102	1059	1031	934
9	14	398	494	473	476	398
14	9	416	479	513	545	439
10	11	1469	1739	1661	1764	1473
11	10	1401	1601	1566	1652	1511
11	12	1092	1262	1178	1224	1183
12	11	1252	1372	1390	1420	1260
11	14	1593	1856	1772	1965	1748
14	11	1731	2000	1965	2147	1744
12	13	887	1009	1221	1047	955
13	12	1110	1355	1199	1332	1183
12	14	714	854	796	937	784
14	12	798	913	845	1255	822
13	14	1617	1937	1779	2069	1752
14	13	1372	1639	1728	1712	1439
15	16	661	893	759	831	673
16	15	615	717	663	734	632
16	17	960	1121	1023	1071	1180
17	16	1299	1170	1141	1632	1336
18	19	1323	1660	1624	1757	1333
19	18	1325	1778	1737	1770	1443
18	20	1119	1327	1317	1531	1221
20	18	1087	1338	1255	1397	1119
19	20	792	829	779	1096	804
20	19	512	575	546	601	575
20	21	375	470	391	455	375
21	20	243	348	355	276	252
22	23	149	216	253	241	149
23	22	149	242	222	215	149
22	24	893	1133	1055	1047	953
24	22	1168	1091	1057	1575	1187
23	24	759	898	919	888	822
24	23	1096	976	945	1404	1127
24	25	1163	1120	1111	1433	1222
25	24	953	1180	1055	1078	1172
24	26	2051	2149	2134	2374	2199
26	24	1889	2099	2050	2267	1986
25	26	941	1078	1108	1143	1002
26	25	1042	1072	1096	1124	1060
26	27	900	1021	980	1031	924
27	26	837	1017	1008	1127	934
25	28	620	736	695	728	798
28	25	676	810	786	848	700
27	28	744	878	815	882	907
28	27	802	992	974	1085	826
1	28	507	631	570	632	680
28	1	651	883	870	920	705
2	28	602	847	818	930	602
28	2	600	802	808	843	652
3	5	1160	1479	1382	1489	1280
5	3	1141	1461	1336	1444	1213
3	8	1005	1216	1140	1220	1044
8	3	1002	1287	1148	1240	1055
3	22	876	1077	1042	1067	875
22	3	833	1095	1023	1065	839
3	25	384	485	462	478	383
25	3	317	414	361	399	323
4	22	469	618	522	625	495
22	4	489	611	577	635	494
4	25	494	608	567	633	547
25	4	523	606	585	669	594
5	8	425	535	481	539	425
8	5	425	534	470	492	452
5	22	1037	1352	1235	1425	1154
22	5	1077	1337	1249	1376	1128
5	25	818	1079	964	1024	887
25	5	859	1099	1115	1080	991
6	9	672	754	755	739	722
9	6	809	885	833	1108	809
6	10	1062	1355	1322	1389	1131
10	6	1145	1449	1320	1468	1329
6	13	1110	1345	1492	1436	1152
13	6	1424	1642	1495	1835	1536
6	19	583	652	634	667	633
19	6	595	898	799	861	595
6	21	509	677	608	657	510
21	6	512	689	606	598	518
7	8	949	1178	1072	1130	980
8	7	893	1133	981	1134	949
7	9	1159	1375	1289	1359	1396
9	7	1366	1313	1254	1645	1455
7	10	954	1179	1065	1158	965
10	7	869	1106	993	1101	917
7	13	485	573	546	582	531
13	7	759	877	834	952	791
7	14	1114	1348	1300	1391	1184
14	7	1096	1346	1250	1422	1152
7	19	1070	1220	1181	1243	1327
19	7	1271	1346	1272	1708	1287
7	21	732	916	794	826	764
21	7	742	959	879	856	771
7	22	866	1042	968	998	916
22	7	851	1031	981	959	883
8	22	1051	1430	1265	1508	1172
22	8	1089	1400	1393	1441	1207
8	25	836	1106	957	1109	903
25	8	879	1105	1044	1046	921
9	19	318	391	384	387	318
19	9	307	400	372	351	307
9	21	1177	1071	949	1491	1198
21	9	844	1085	1026	957	925
9	22	1088	1023	954	1509	1088
22	9	843	1031	992	1007	904
13	15	1273	1503	1379	1532	1346
15	13	1022	1216	1347	1264	1070
13	19	1581	1786	1660	1954	1736
19	13	1553	1635	1750	2013	1552
13	21	1227	1554	1331	1430	1280
21	13	955	1176	1256	1085	987
13	22	1378	1594	1466	1598	1451
22	13	1097	1256	1492	1235	1127
14	19	373	505	438	570	396
19	14	373	557	495	477	399
14	21	955	1114	949	1369	982
21	14	850	1079	999	998	922
14	22	958	1064	954	1335	996
22	14	849	1048	977	1079	911
15	17	653	802	756	776	716
17	15	1037	821	747	1283	1037
15	19	589	725	666	741	652
19	15	831	877	810	1098	843
16	19	889	1005	945	992	1136
19	16	1174	1244	1192	1551	1192
17	18	1151	1501	1412	1480	1184
18	17	1165	1485	1437	1401	1304
17	19	293	348	337	351	293
19	17	282	375	341	314	282
17	20	998	773	716	1281	998
20	17	576	652	636	636	639
17	26	2106	2009	2060	2444	2132
26	17	1808	1988	1964	2154	1911
18	26	1639	1903	1904	1984	1694
26	18	1726	1906	1931	1999	1735
20	23	163	221	199	193	163
23	20	108	174	155	199	108
20	26	1388	1538	1549	1621	1471
26	20	1439	1534	1552	1577	1474
21	23	251	293	290	306	251
23	21	244	336	288	320	244
22	25	656	784	790	723	679
25	22	608	709	668	713	645
# Required Edges 
1	2
1	4
2	3
2	4
3	4
5	6
6	7
6	8
9	10
9	14
10	11
11	12
11	14
12	13
12	14
13	14
15	16
16	17
18	19
18	20
19	20
20	21
22	23
22	24
23	24
24	25
