# HD122_152.txt 
# Nodes 
70
# Arcs 
282
# Required Edges 
50
# Num Intervals 
15
# Arcs and travel times 
1	2	343	347	480	403	409	378	401	400	378	396	456	430	345	354	342
2	1	375	396	465	434	423	472	424	448	436	477	541	516	399	412	373
3	4	1085	1247	1312	1290	1267	1233	1209	1318	1288	1324	1672	1490	1225	1084	1082
4	3	1175	1357	1661	1368	1320	1316	1336	1407	1377	1426	1436	1372	1188	1165	1140
5	6	967	1021	1135	1098	1075	1046	1018	1065	1084	1100	1233	1153	1033	973	944
6	5	982	1080	1183	1230	1184	1185	1153	1221	1181	1182	1178	1192	1065	1009	990
7	8	504	529	601	670	668	664	636	650	679	659	644	618	528	504	504
8	7	504	504	583	653	681	683	630	692	623	627	647	560	504	505	504
7	9	1332	1490	1590	1592	1506	1504	1493	1536	1557	1600	1716	1654	1374	1336	1349
9	7	1296	1466	1538	1533	1495	1468	1428	1503	1510	1556	1674	1553	1331	1331	1265
10	11	1401	1385	1801	1385	1516	1406	1344	1404	1588	1733	1495	1419	1388	1217	1208
11	10	1150	1302	1328	1272	1220	1261	1237	1266	1268	1341	1717	1594	1332	1172	1150
12	13	278	334	452	385	358	366	357	385	372	385	442	436	339	280	278
13	12	278	315	500	463	409	393	383	416	452	472	488	499	388	278	278
4	14	364	364	514	525	503	502	504	498	484	475	506	505	369	365	364
14	4	367	367	492	538	482	485	495	527	493	516	533	513	396	370	367
13	15	274	285	330	333	340	327	307	325	324	313	328	329	301	272	272
15	13	292	293	346	419	335	331	319	326	339	370	315	387	295	292	294
16	17	470	467	535	549	621	542	528	539	544	577	561	498	506	467	447
17	16	499	507	579	550	600	561	571	607	552	563	590	571	510	478	469
9	18	861	1078	1024	942	948	947	899	945	959	963	1158	1106	870	858	841
18	9	661	690	734	745	771	701	709	693	743	743	833	881	696	661	632
19	20	450	498	607	511	502	515	502	507	505	563	594	621	465	459	460
20	19	441	581	674	528	501	528	480	528	520	535	717	679	573	456	465
21	22	270	279	387	287	281	281	282	305	280	360	312	284	278	270	273
22	21	239	239	327	263	246	270	243	256	256	269	324	367	268	248	239
23	24	210	210	244	287	269	256	255	252	268	259	258	230	213	210	210
24	23	213	213	243	280	236	269	279	258	268	301	269	238	213	213	213
25	26	288	288	320	368	334	368	328	315	318	340	341	306	289	288	288
26	25	285	285	311	337	361	358	295	330	341	327	298	286	285	285	285
25	27	626	688	799	837	828	804	800	767	800	830	919	821	684	659	628
27	25	613	668	929	801	762	788	740	756	752	845	869	818	681	625	617
24	28	316	316	375	416	428	470	415	405	402	413	431	321	342	316	316
28	24	314	339	350	452	399	404	390	412	414	407	438	361	314	314	314
20	28	678	864	1004	877	818	828	812	847	842	868	1087	1050	805	727	695
28	20	667	810	884	844	842	852	812	862	850	876	988	957	727	734	692
29	30	1062	1234	1239	1439	1218	1228	1120	1192	1316	1361	1775	1435	1131	1088	1042
30	29	1172	1341	1399	1222	1248	1222	1222	1222	1242	1288	1393	1299	1085	1076	1055
31	32	736	801	870	888	859	853	825	908	869	862	1070	1072	851	736	736
32	31	776	930	1110	969	979	869	882	902	867	946	982	936	843	770	811
26	33	536	563	650	648	644	643	630	667	666	634	739	764	573	589	533
