# F81039_52.txt 
# Nodes 
80
# Arcs 
284
# Required Edges 
111
# Num Intervals 
5
# Arcs and travel times 
1	2	201	236	234	232	202
9	10	658	721	701	758	682
17	18	246	292	292	310	259
25	26	168	216	192	199	169
33	34	274	346	295	319	308
41	42	317	375	421	388	383
49	50	365	449	424	451	413
57	58	222	292	228	273	242
65	66	188	261	245	235	192
73	74	156	178	168	180	169
2	3	416	531	470	508	441
10	11	820	810	787	1014	812
18	19	238	272	251	302	301
26	27	255	343	305	342	274
34	35	272	372	295	311	284
42	43	311	341	336	344	326
50	51	805	928	878	1058	867
58	59	238	297	292	298	275
66	67	256	328	310	310	266
74	75	119	131	152	132	124
3	4	635	755	707	775	717
11	12	496	553	544	570	606
19	20	263	299	294	329	272
27	28	402	554	524	548	400
35	36	505	581	556	620	597
43	44	149	190	193	209	150
51	52	668	751	744	838	675
59	60	227	316	293	352	227
67	68	109	122	124	122	118
75	76	210	258	235	244	242
4	5	489	599	560	624	539
12	13	162	226	209	226	199
20	21	183	221	199	212	216
28	29	767	857	861	895	754
36	37	330	404	373	383	355
44	45	308	377	351	418	340
52	53	349	383	382	382	349
60	61	273	353	308	372	317
68	69	227	267	271	295	294
76	77	273	325	289	316	290
5	6	566	642	595	644	605
13	14	343	444	411	443	431
21	22	158	168	165	211	162
29	30	621	842	655	796	662
37	38	254	399	317	362	312
45	46	267	330	306	337	280
53	54	317	374	384	394	363
61	62	345	430	395	408	387
69	70	376	460	464	465	407
77	78	419	590	531	570	419
6	7	202	258	250	255	210
14	15	568	556	531	691	582
22	23	223	274	246	298	299
30	31	631	729	727	784	623
38	39	481	595	564	581	508
46	47	309	404	355	416	367
54	55	281	367	366	377	311
62	63	263	287	277	281	260
70	71	602	742	671	741	636
78	79	755	877	861	921	752
7	8	295	392	372	386	309
15	16	435	524	441	506	445
23	24	123	168	149	151	124
31	32	430	520	483	504	498
39	40	428	509	484	491	440
47	48	203	278	270	288	211
55	56	257	341	338	373	277
63	64	141	162	152	161	159
71	72	344	417	425	438	380
79	80	591	687	638	780	683
1	9	482	514	512	529	497
9	17	345	404	396	405	352
17	25	377	427	420	422	387
25	33	409	500	467	453	433
33	41	554	621	559	624	527
41	49	540	633	615	604	617
49	57	304	384	334	354	316
57	65	296	367	316	351	373
65	73	327	386	372	398	350
2	10	354	402	387	412	423
10	18	389	342	328	510	391
18	26	225	259	240	278	233
26	34	379	444	428	457	406
34	42	155	223	170	166	180
42	50	184	212	208	209	205
50	58	261	303	294	305	289
58	66	185	214	211	205	191
66	74	187	250	234	228	192
3	11	180	253	226	210	181
11	19	573	618	610	680	677
19	27	194	275	270	290	220
27	35	656	709	710	739	656
35	43	364	406	423	469	448
43	51	632	740	739	761	739
51	59	586	700	689	710	603
59	67	302	354	337	395	332
67	75	213	238	238	238	228
4	12	156	193	180	186	167
12	20	169	214	193	203	193
20	28	396	513	475	508	471
28	36	293	366	360	381	307
36	44	262	329	306	316	273
44	52	124	151	160	145	143
52	60	435	483	443	517	458
60	68	213	274	255	273	238
68	76	154	179	172	180	199
5	13	287	330	310	329	315
