# F11913_51.txt 
# Nodes 
99
# Arcs 
356
# Required Edges 
46
# Num Intervals 
5
# Arcs and travel times 
1	2	20	20	32	20	20
12	13	200	264	230	241	211
23	24	581	750	672	712	617
34	35	365	469	464	482	482
45	46	967	1042	1076	1113	942
56	57	412	512	463	568	432
67	68	593	730	674	679	647
78	79	187	245	203	249	196
89	90	461	557	571	565	561
2	3	490	569	548	586	535
13	14	691	837	763	842	717
24	25	397	466	431	468	396
35	36	556	690	620	675	689
46	47	837	960	951	993	960
57	58	536	664	580	651	570
68	69	639	813	743	797	693
79	80	380	460	412	386	380
90	91	349	376	389	423	378
3	4	583	706	682	715	652
14	15	810	922	909	904	911
25	26	560	657	673	672	619
36	37	464	604	560	604	494
47	48	400	576	535	568	405
58	59	824	1003	940	945	929
69	70	224	287	279	281	225
80	81	46	66	49	76	44
91	92	303	354	337	367	321
4	5	445	623	588	602	455
15	16	571	724	618	665	611
26	27	310	425	355	369	310
37	38	510	641	585	612	575
48	49	324	466	441	482	325
59	60	1025	1183	1190	1175	995
70	71	1051	1214	1102	1121	1005
81	82	843	991	975	989	854
92	93	484	530	498	531	497
5	6	1086	1161	1175	1238	1039
16	17	468	590	550	601	524
27	28	570	717	626	717	638
38	39	322	369	368	387	324
49	50	405	507	522	535	442
60	61	904	1029	1058	1113	1060
71	72	400	501	483	518	498
82	83	853	1007	919	1077	931
93	94	730	765	735	839	752
6	7	926	1093	1006	1162	1003
17	18	304	414	331	425	335
28	29	461	626	550	614	505
39	40	359	421	385	442	426
50	51	385	458	424	578	385
61	62	783	904	859	968	794
72	73	22	59	30	48	28
83	84	152	201	196	201	152
94	95	186	249	247	257	186
7	8	310	406	379	430	327
18	19	794	928	859	917	786
29	30	151	223	170	209	166
40	41	291	371	338	359	309
51	52	923	1075	1031	1128	936
62	63	138	171	153	160	150
73	74	759	912	887	1013	838
84	85	281	368	343	363	303
95	96	1091	1242	1242	1286	1065
8	9	194	260	245	270	231
19	20	1017	1185	1184	1283	1170
30	31	562	655	620	663	594
41	42	351	515	469	518	441
52	53	221	295	232	268	234
63	64	786	957	904	983	884
74	75	559	710	681	751	593
85	86	418	508	458	501	462
96	97	631	703	691	766	744
9	10	214	273	226	254	261
20	21	920	1072	1080	1171	916
31	32	856	919	921	1019	920
42	43	488	666	665	681	488
53	54	209	257	252	253	268
64	65	677	816	803	849	784
75	76	157	192	160	204	159
86	87	423	573	494	526	440
97	98	273	338	301	346	320
10	11	114	151	138	151	126
21	22	338	457	424	401	355
32	33	579	694	566	811	601
43	44	581	730	739	747	614
54	55	665	742	782	762	665
65	66	717	903	814	846	790
76	77	172	228	193	225	188
87	88	643	790	740	846	757
98	99	497	554	529	558	516
1	12	317	404	398	426	322
12	23	314	389	350	413	335
23	34	404	506	504	521	458
34	45	156	221	212	272	156
45	56	157	194	182	217	176
56	67	554	657	620	713	604
67	78	322	368	348	362	355
78	89	457	516	498	538	530
2	13	268	304	287	292	279
13	24	634	791	709	760	677
24	35	899	1059	1025	1108	1003
35	46	984	1116	1076	1084	993
46	57	601	715	692	685	695
57	68	466	604	554	574	519
68	79	631	788	737	774	657
79	90	359	452	476	465	386
3	14	648	802	763	801	650
14	25	461	541	575	546	517
25	36	670	780	758	850	748
36	47	417	553	528	570	436
47	58	823	910	892	956	824
58	69	760	906	881	861	851
69	80	655	805	761	730	673
80	91	571	691	682	653	577
4	15	561	676	617	664	606
15	26	197	242	216	232	197
26	37	543	685	608	641	550
37	48	501	704	649	674	514
48	59	369	486	484	510	369
59	70	518	632	598	599	531
70	81	839	1015	883	896	864
81	92	530	652	614	635	571
5	16	839	1007	962	1022	852
16	27	334	426	388	428	352
27	38	318	379	388	394	318
38	49	547	647	615	704	634
49	60	1095	1241	1227	1250	1035
60	71	121	149	150	135	121
71	82	355	420	421	439	353
82	93	287	323	309	318	305
6	17	683	827	760	847	750
17	28	352	439	394	453	465
28	39	563	718	688	697	563
39	50	659	767	693	768	748
50	61	491	493	459	740	491
61	72	525	618	587	666	559
72	83	723	869	783	935	835
83	94	331	448	455	446	357
7	18	519	674	625	660	563
18	29	249	386	308	346	270
29	40	224	304	243	315	283
40	51	196	246	237	236	208
51	62	821	964	904	1035	838
62	73	297	386	339	374	336
73	84	704	826	737	828	766
84	95	308	378	374	381	323
8	19	892	1019	1035	1018	924
19	30	730	856	843	891	845
30	41	243	365	265	352	265
41	52	748	824	781	843	794
52	63	245	381	326	338	245
63	74	1025	1232	1193	1349	1111
74	85	325	434	405	430	336
85	96	896	996	979	1032	912
9	20	502	732	630	691	541
20	31	882	1015	1030	1110	884
31	42	720	826	769	806	782
42	53	699	759	779	810	726
53	64	616	743	696	710	684
64	75	283	356	353	338	317
75	86	286	351	308	338	306
86	97	207	286	228	235	226
10	21	560	709	597	708	603
21	32	850	936	906	1019	913
32	43	515	692	641	631	515
43	54	1023	1209	1184	1243	1037
54	65	308	357	323	317	313
65	76	423	584	506	513	468
76	87	117	170	172	178	117
87	98	365	424	435	449	385
11	22	745	912	814	910	754
22	33	668	795	791	777	768
33	44	232	277	272	285	265
44	55	431	509	478	520	453
55	66	585	702	699	680	597
66	77	387	487	471	536	425
77	88	536	717	598	718	681
88	99	627	742	746	763	679
2	1	38	123	70	52	38
13	12	220	271	253	279	233
24	23	534	637	652	650	627
35	34	382	549	532	550	462
46	45	879	1021	1030	1064	1017
57	56	365	429	404	454	466
68	67	609	739	699	771	672
79	78	187	228	248	271	210
90	89	428	489	485	497	505
3	2	475	553	517	552	491
14	13	632	742	729	725	731
25	24	394	520	437	449	425
36	35	532	650	633	646	570
47	46	946	1039	1076	1084	923
58	57	543	643	619	609	634
69	68	594	759	727	718	641
80	79	382	458	386	404	384
91	90	314	380	348	416	376
4	3	622	767	707	753	668
15	14	923	1006	972	973	869
26	25	526	639	609	627	559
37	36	492	613	543	580	599
48	47	401	551	507	548	427
59	58	857	996	973	992	855
70	69	385	458	425	442	402
81	80	46	63	47	60	46
92	91	353	394	393	437	377
5	4	445	628	626	609	487
16	15	561	660	617	631	602
27	26	308	369	357	370	308
38	37	510	638	581	641	550
49	48	323	416	412	423	323
60	59	925	1118	1085	1072	1056
71	70	766	888	853	875	855
82	81	797	920	850	866	821
