# F81026_52.txt 
# Nodes 
80
# Arcs 
284
# Required Edges 
74
# Num Intervals 
5
# Arcs and travel times 
1	2	261	306	305	301	263
9	10	855	937	911	985	886
17	18	320	380	379	403	336
25	26	219	280	250	259	220
33	34	357	450	383	415	400
41	42	412	488	547	504	498
49	50	475	584	551	586	537
57	58	289	380	296	355	314
65	66	244	339	318	306	250
73	74	203	232	218	235	220
2	3	541	690	611	660	573
10	11	1065	1053	1022	1318	1056
18	19	310	353	326	393	391
26	27	332	446	396	444	356
34	35	354	483	383	404	369
42	43	404	444	436	447	424
50	51	1047	1206	1141	1375	1127
58	59	309	386	380	388	358
66	67	333	426	403	403	346
74	75	154	171	198	172	162
3	4	825	981	919	1007	931
11	12	644	718	707	741	787
19	20	342	388	382	428	353
27	28	522	720	681	712	519
35	36	657	755	722	806	776
43	44	194	247	251	271	195
51	52	869	976	967	1089	877
59	60	294	411	381	458	294
67	68	142	158	161	159	154
75	76	273	335	306	317	315
4	5	636	779	728	811	700
12	13	211	293	271	293	258
20	21	238	287	259	276	281
28	29	997	1114	1119	1163	979
36	37	429	524	485	498	462
44	45	400	489	457	544	442
52	53	454	498	497	497	453
60	61	355	459	400	484	412
68	69	294	347	353	384	382
76	77	354	422	376	411	377
5	6	735	835	774	836	786
13	14	445	576	534	575	560
21	22	206	218	214	274	211
29	30	807	1094	852	1035	860
37	38	330	519	412	471	406
45	46	347	429	397	437	364
53	54	412	486	499	512	472
61	62	449	559	513	530	502
69	70	488	598	603	604	529
77	78	544	767	690	741	544
6	7	263	335	324	332	272
14	15	739	723	690	898	757
22	23	290	356	319	387	388
30	31	820	948	945	1019	810
38	39	625	773	733	755	660
46	47	402	525	462	541	477
54	55	365	477	475	490	405
62	63	341	373	359	365	338
70	71	783	964	871	963	826
78	79	981	1139	1119	1197	977
7	8	383	509	484	501	401
15	16	565	681	573	657	578
23	24	159	218	194	197	162
31	32	559	675	628	655	647
39	40	556	661	629	639	572
47	48	264	362	351	375	274
55	56	334	444	440	484	359
63	64	183	211	198	209	206
71	72	447	541	552	569	494
79	80	769	892	829	1014	887
1	9	626	668	666	688	646
9	17	449	524	514	527	457
17	25	490	554	545	549	502
25	33	531	649	606	589	563
33	41	719	807	726	812	685
41	49	701	822	799	785	801
