# F81039_101.txt 
# Nodes 
80
# Arcs 
284
# Required Edges 
111
# Num Intervals 
10
# Arcs and travel times 
1	2	379	434	481	447	442	473	489	543	452	383
9	10	329	367	361	381	369	477	378	396	360	352
17	18	449	558	505	523	494	524	525	602	490	455
25	26	406	522	501	511	465	496	510	590	472	406
33	34	421	537	500	487	486	505	495	588	460	421
41	42	147	162	196	192	176	196	202	195	156	148
49	50	377	614	496	456	427	479	471	581	443	392
57	58	430	564	468	468	462	486	486	582	442	427
65	66	216	223	270	254	283	285	261	295	248	205
73	74	387	494	482	455	413	420	479	532	423	392
2	3	222	270	299	262	287	276	290	250	243	217
10	11	329	382	365	387	373	398	384	402	353	327
18	19	573	733	667	645	619	667	716	759	629	567
26	27	570	715	681	664	665	661	715	801	573	558
34	35	198	304	262	280	246	291	288	310	243	204
42	43	417	497	516	492	482	521	549	565	437	421
50	51	178	178	221	208	210	219	207	233	191	172
58	59	367	429	436	433	403	412	438	422	375	390
66	67	496	563	595	528	568	592	604	694	489	489
74	75	431	583	527	498	472	497	500	627	483	431
3	4	267	317	307	299	300	321	315	438	298	269
11	12	261	338	337	340	304	308	316	359	292	261
19	20	468	613	542	521	510	558	576	685	517	481
27	28	436	558	546	554	542	523	519	606	459	426
35	36	287	388	372	384	321	408	430	501	359	287
43	44	186	180	193	198	185	205	204	202	177	185
51	52	474	544	604	537	582	611	627	639	485	511
59	60	488	606	623	566	546	568	618	639	560	504
67	68	222	430	270	268	246	265	292	279	247	241
75	76	170	186	188	180	181	202	192	230	188	178
4	5	294	399	338	314	316	338	339	469	370	295
12	13	129	141	186	165	159	174	173	229	142	135
20	21	169	193	201	212	203	200	223	240	179	169
28	29	151	162	203	208	223	232	219	193	163	151
36	37	763	988	912	853	897	916	957	970	749	741
44	45	384	483	438	457	436	458	430	585	399	398
52	53	253	300	317	314	273	326	308	317	273	253
60	61	77	77	89	119	96	101	101	103	82	78
68	69	155	216	187	169	174	175	177	223	156	156
76	77	247	293	304	310	275	298	274	310	262	247
5	6	706	789	709	682	674	690	877	881	746	601
13	14	186	212	235	245	221	254	221	219	205	186
21	22	287	340	414	378	381	368	426	400	300	296
29	30	140	153	177	191	170	183	172	191	141	140
37	38	618	764	709	717	715	729	733	950	715	615
45	46	334	585	439	454	397	406	400	448	376	347
53	54	423	597	568	560	497	541	514	527	431	431
61	62	305	376	364	369	344	368	382	394	315	308
69	70	304	544	387	388	350	354	366	407	333	319
77	78	220	238	304	278	255	276	268	336	236	222
6	7	206	241	231	222	226	228	240	255	223	206
14	15	750	962	874	872	866	869	922	928	767	740
22	23	456	665	565	553	519	530	573	669	511	469
30	31	408	471	449	439	449	477	444	543	433	412
38	39	228	409	306	303	289	285	293	282	268	246
46	47	336	422	428	417	455	441	418	504	394	336
54	55	675	866	810	777	755	842	890	1008	769	671
62	63	186	203	246	204	219	242	242	263	195	192
70	71	72	77	76	86	83	74	85	82	74	72
78	79	97	121	117	123	124	125	149	151	123	103
7	8	329	366	390	383	377	376	391	428	335	344
15	16	617	736	728	694	681	723	721	837	643	615
23	24	646	776	761	749	710	812	803	824	713	642
31	32	173	183	214	217	207	224	207	199	203	186
39	40	214	310	287	291	230	246	313	281	247	228
47	48	291	356	418	389	388	422	392	375	297	275
55	56	413	548	533	498	490	558	542	615	433	421
63	64	201	275	273	269	269	269	304	354	260	222
71	72	330	378	379	358	345	402	396	471	369	328
79	80	251	337	292	291	259	286	288	397	265	251
1	9	455	519	534	521	517	535	539	625	530	457
9	17	360	363	366	396	367	476	381	418	370	346
17	25	112	132	133	136	136	138	147	135	118	122
25	33	406	478	465	492	484	482	501	513	441	406
33	41	461	605	527	501	512	556	579	698	508	466
41	49	322	425	390	389	383	387	434	495	345	333
49	57	473	705	575	600	567	547	566	687	507	483
57	65	498	672	542	550	532	596	618	676	524	495
65	73	297	349	377	363	360	368	345	376	321	316
2	10	172	213	210	223	198	221	210	234	182	172
10	18	601	735	660	695	667	727	735	871	659	606
18	26	291	266	328	309	303	341	387	367	291	263
26	34	141	158	206	170	208	212	185	216	147	145
