# P2018_101.txt 
# Nodes 
50
# Arcs 
196
# Required Edges 
63
# Num Intervals 
10
# Arcs and travel times 
1	2	316	432	401	385	458	399	429	546	387	316
2	1	437	522	549	590	513	521	574	583	508	442
1	4	275	348	336	309	309	408	385	475	320	275
4	1	334	438	457	458	442	458	492	429	370	337
1	7	269	296	328	281	289	287	338	332	269	270
7	1	289	355	359	383	336	346	334	393	332	289
2	3	571	668	725	717	662	679	705	720	621	576
3	2	591	710	758	750	747	719	789	964	681	590
3	4	550	644	683	679	655	663	716	854	595	549
4	3	540	636	675	660	628	654	687	682	580	554
4	5	454	560	594	578	564	560	577	583	473	454
5	4	456	512	613	593	568	568	670	632	462	456
5	6	613	662	850	768	759	763	859	787	618	609
6	5	592	647	760	758	688	773	773	792	647	592
5	7	738	867	903	902	821	842	905	854	772	748
7	5	750	964	945	895	867	928	954	1028	833	750
6	7	579	735	713	667	666	710	769	792	609	599
7	6	607	755	733	698	696	742	723	882	736	609
8	9	411	411	466	466	477	485	496	458	433	411
9	8	399	403	494	452	434	456	479	443	399	403
8	15	682	794	899	837	791	852	926	911	696	662
15	8	647	713	873	860	813	870	882	960	715	647
9	10	584	595	738	730	668	754	730	660	595	603
10	9	596	660	740	709	711	699	692	657	627	596
9	14	267	270	332	358	317	307	319	307	267	270
14	9	279	279	321	326	344	347	366	331	295	279
10	11	986	1411	1167	1181	1115	1083	1184	1351	989	971
11	10	940	1173	1074	1056	1051	1079	1109	1460	1014	950
10	13	745	1105	923	933	1001	861	934	1124	784	766
13	10	956	1279	1119	1056	1051	1094	1174	1309	1017	959
11	12	733	911	847	836	791	845	821	1080	794	733
12	11	840	978	921	940	933	947	953	1050	846	804
12	13	595	676	677	692	819	726	703	823	641	595
13	12	745	1034	909	836	805	877	894	974	794	745
13	14	1085	1466	1300	1250	1194	1311	1389	1577	1176	1087
14	13	921	1096	1100	1057	1160	1056	1149	1260	966	901
14	15	557	498	615	559	531	599	803	730	573	471
15	14	459	472	603	611	515	570	601	716	501	459
14	16	653	783	835	801	800	818	849	843	714	663
16	14	637	770	781	753	713	758	770	857	650	637
15	16	444	459	599	572	509	586	558	522	452	444
16	15	413	441	481	480	445	493	493	530	424	413
17	18	772	833	1007	958	948	959	993	892	795	797
18	17	782	945	997	973	964	954	940	878	875	782
17	20	670	460	519	496	481	526	860	815	670	437
20	17	387	406	438	439	427	413	427	586	429	387
18	19	888	1143	1114	1116	1090	1173	1179	1075	895	888
19	18	889	1083	1193	1119	1166	1156	1188	1150	968	908
19	21	642	599	726	659	645	689	852	735	652	541
21	19	507	586	619	622	614	586	589	727	555	507
20	21	252	277	315	340	262	281	305	296	252	252
21	20	163	173	234	233	238	210	185	199	169	163
20	23	109	121	148	144	134	130	130	142	109	109
23	20	72	72	117	117	104	118	134	97	72	72
20	24	437	456	507	493	507	496	488	640	479	437
24	20	730	524	596	630	581	604	924	866	730	501
21	22	174	174	187	197	183	184	191	178	174	174
22	21	155	165	177	207	157	166	168	158	155	155
22	23	100	100	145	178	170	146	162	166	100	100
23	22	100	101	162	183	149	144	144	120	100	100
23	24	509	529	603	590	617	608	596	703	552	509
24	23	736	574	655	674	634	664	942	877	756	532
25	26	632	803	723	689	744	683	767	759	672	672
26	25	699	830	719	791	736	764	754	857	711	660
26	27	604	677	685	728	658	673	692	698	620	575
27	26	562	671	683	669	677	660	756	750	627	602
27	28	499	588	589	577	547	584	592	813	609	487
28	27	538	706	666	639	654	654	728	698	554	554
28	29	851	1038	1034	958	933	996	1074	1166	908	837
29	28	823	1012	956	881	891	972	986	1183	877	807
29	30	687	783	827	751	751	795	795	1080	694	674
30	29	637	774	796	772	763	749	762	824	752	644
28	31	730	841	846	805	803	822	870	1023	749	749
31	28	771	985	968	840	837	879	915	1074	866	771
30	31	507	584	591	630	636	562	574	649	564	534
31	30	617	779	838	694	723	709	743	946	657	617
26	31	807	893	876	907	860	856	871	1001	816	772
31	26	854	954	977	940	946	881	946	1022	870	848
26	32	886	983	959	991	935	946	954	1083	899	854
32	26	854	935	953	921	911	881	919	973	862	848
31	32	83	89	89	89	87	83	90	86	83	83
32	31	134	134	154	134	133	138	145	140	134	134
33	35	736	891	930	925	797	1024	991	1078	849	723
35	33	703	891	1002	890	881	941	970	1113	777	723
34	35	293	390	448	360	385	384	405	398	345	291
35	34	274	298	405	346	341	360	368	370	278	274
35	36	637	703	879	783	775	859	842	952	683	658
36	35	721	728	862	817	773	858	974	983	778	646
35	38	591	740	821	738	749	800	797	867	664	612
38	35	569	760	736	701	653	772	790	891	730	562
36	37	366	399	487	504	456	463	558	514	366	360
37	36	356	385	417	459	440	451	445	489	374	348
36	38	546	740	776	729	711	767	732	760	631	558
38	36	563	739	742	726	677	703	734	785	577	556
37	38	454	585	567	566	556	600	612	643	530	460
38	37	405	552	532	519	450	513	545	705	508	405
39	40	1255	1416	1428	1463	1343	1434	1464	1635	1302	1255
40	39	1252	1581	1370	1429	1301	1449	1459	1581	1313	1228
39	42	166	172	234	195	185	215	211	193	174	166
42	39	170	171	201	217	210	230	215	201	178	170
