# HD122_52.txt 
# Nodes 
70
# Arcs 
282
# Required Edges 
50
# Num Intervals 
5
# Arcs and travel times 
1	2	352	413	411	406	354
2	1	384	445	435	489	409
3	4	1112	1322	1239	1357	1255
4	3	1204	1402	1369	1461	1217
5	6	991	1125	1043	1127	1059
6	5	1006	1261	1181	1211	1091
7	8	516	686	652	676	541
8	7	516	669	645	643	516
7	9	1365	1632	1530	1640	1408
9	7	1328	1571	1464	1595	1364
10	11	1435	1419	1378	1776	1423
11	10	1179	1303	1268	1374	1365
12	13	284	395	366	395	348
13	12	284	475	393	483	398
4	14	373	539	517	486	378
14	4	376	552	507	529	406
13	15	281	341	314	321	308
15	13	299	430	327	379	302
16	17	482	563	541	591	519
17	16	511	564	585	577	523
9	18	882	966	921	987	891
18	9	678	764	727	761	714
19	20	461	524	514	577	476
20	19	452	541	492	548	587
21	22	277	294	289	369	284
22	21	245	270	249	276	275
23	24	215	294	261	265	218
24	23	218	287	286	309	218
25	26	295	378	337	348	296
26	25	292	345	302	335	292
25	27	642	858	820	850	701
27	25	629	820	758	866	698
24	28	324	427	425	424	350
28	24	322	463	400	417	322
20	28	694	899	832	889	825
28	20	683	865	832	898	745
29	30	1088	1475	1148	1394	1159
30	29	1201	1252	1252	1320	1112
31	32	754	910	846	883	872
32	31	796	993	904	970	864
26	33	550	665	646	650	588
33	26	506	656	586	593	525
26	27	447	601	534	599	480
27	26	462	614	551	636	477
22	32	296	390	301	352	375
32	22	287	376	329	370	347
33	34	481	606	517	559	540
34	33	586	665	620	650	610
27	34	775	917	869	965	828
34	27	780	932	858	932	830
30	35	1107	1242	1243	1295	1091
35	30	1050	1156	1140	1394	1239
36	37	579	707	654	671	622
37	36	529	711	585	639	656
33	38	689	912	768	826	719
38	33	711	843	794	861	758
39	40	749	891	848	861	771
40	39	755	947	913	857	796
41	42	556	657	738	679	671
42	41	563	746	663	724	599
43	44	261	333	338	365	263
44	43	265	343	343	319	270
45	46	468	579	535	589	490
46	45	478	601	494	675	502
47	48	355	488	473	505	370
48	47	353	518	489	563	353
46	49	433	501	481	523	434
49	46	357	480	391	434	358
50	51	1411	1625	1539	1853	1519
51	50	1440	1681	1622	1775	1475
52	53	612	671	670	670	611
53	52	373	416	414	437	400
54	55	492	643	640	660	545
55	54	497	671	681	712	617
54	56	211	293	324	308	307
56	54	223	325	298	326	250
57	58	389	512	399	478	424
58	57	362	402	396	413	381
59	60	397	554	514	617	397
60	59	407	540	516	542	419
61	62	605	753	691	714	677
62	61	627	707	672	735	632
53	63	229	289	271	280	229
63	53	229	281	260	268	243
64	65	361	410	398	422	482
65	64	388	450	451	480	402
58	66	325	375	369	359	335
66	58	355	492	453	451	381
60	67	539	672	600	727	594
67	60	548	676	611	676	670
55	68	258	353	378	333	254
68	55	238	349	312	289	238
69	70	658	806	813	814	713
70	69	847	867	845	1001	837
56	65	668	769	707	817	750
65	56	758	870	801	930	760
62	70	1097	1273	1208	1280	1128
70	62	1086	1325	1199	1339	1167
63	70	858	1107	1058	1118	945
70	63	861	1139	952	1098	947
1	9	844	901	898	927	871
9	1	865	1020	976	973	866
1	12	489	586	568	589	514
12	1	491	580	558	581	524
1	17	305	361	378	375	306
17	1	334	417	436	428	334
2	3	729	930	824	889	772
3	2	694	819	780	827	796
2	12	309	380	366	393	319
12	2	289	357	325	335	304
2	30	468	581	541	597	581
30	2	483	619	598	621	507
2	46	181	227	218	237	183
46	2	177	266	222	258	177
2	49	384	432	398	455	409
49	2	343	445	375	381	347
3	9	920	1098	1057	1096	1057
9	3	968	1126	1042	1083	942
3	14	1267	1411	1355	1504	1389
14	3	1511	1514	1491	1854	1499
3	30	1140	1286	1224	1439	1284
30	3	1217	1406	1408	1489	1201
3	42	582	702	738	722	681
42	3	587	768	693	686	625
4	5	857	1050	981	1093	944
5	4	824	947	920	962	896
4	6	698	870	776	929	775
6	4	657	876	847	842	732
5	11	463	566	506	517	476
11	5	422	468	490	470	514
6	10	580	704	684	701	625
10	6	794	780	725	1047	813
6	11	1299	1465	1433	1443	1299
11	6	1217	1337	1286	1347	1387
7	18	681	886	838	880	724
18	7	769	960	883	983	906
7	30	489	610	609	617	489
30	7	485	624	580	580	483
8	16	888	1024	961	1134	935
16	8	824	891	855	1023	879
8	18	339	380	380	456	359
18	8	388	450	409	496	489
9	30	1020	1125	1075	1230	1055
30	9	1032	1195	1174	1267	1086
10	15	996	992	958	1255	1020
15	10	801	995	872	1001	926
13	35	714	821	779	848	779
35	13	707	800	805	904	860
13	48	398	601	539	611	483
48	13	419	599	528	647	483
14	15	996	975	930	1211	1020
15	14	781	978	847	960	906
14	42	1264	1218	1209	1531	1275
42	14	1052	1165	1142	1232	1159
16	18	752	814	780	868	798
18	16	575	674	642	676	585
16	42	306	378	315	330	343
42	16	296	361	316	330	313
16	47	832	916	881	1016	888
47	16	881	1016	953	1114	938
16	53	734	835	823	841	776
53	16	739	809	759	832	761
16	57	766	827	800	860	806
57	16	806	918	799	886	853
17	18	432	512	511	543	453
18	17	200	252	247	271	199
17	49	371	404	406	430	372
49	17	297	393	342	350	299
19	29	1088	1201	1201	1273	1084
29	19	1041	1429	1098	1300	1109
19	34	718	806	784	919	759
34	19	730	838	769	906	780
20	35	896	978	954	992	913
35	20	842	985	948	1084	1030
20	41	1004	1111	1086	1157	999
41	20	899	1064	1062	1063	1071
20	42	734	827	844	865	788
42	20	753	855	833	870	839
21	38	380	504	502	516	401
38	21	366	452	432	511	375
22	31	746	905	837	885	833
31	22	714	807	777	817	832
23	29	1039	1201	1201	1252	1050
29	23	1041	1435	1111	1336	1111
23	31	1024	1178	1184	1268	1030
31	23	973	1126	1067	1227	1111
23	32	468	624	568	633	492
32	23	491	652	558	660	639
24	31	1169	1309	1298	1406	1135
31	24	1038	1201	1141	1311	1175
25	37	711	875	842	861	730
37	25	655	881	720	816	827
28	29	1343	1502	1508	1568	1320
29	28	1287	1750	1429	1637	1366
30	47	186	249	202	209	186
47	30	186	229	234	235	186
30	53	684	855	840	866	732
53	30	657	763	714	801	772
30	57	511	634	618	636	534
57	30	534	663	581	654	657
35	41	185	298	258	366	185
41	35	185	242	267	229	185
35	42	502	611	616	690	622
42	35	477	604	537	516	501
36	38	452	537	528	557	484
38	36	449	536	491	662	464
37	58	405	605	430	516	492
58	37	413	495	452	513	449
37	66	567	789	669	711	694
66	37	612	780	740	747	653
39	43	520	617	596	635	521
43	39	522	576	586	647	542
39	44	289	380	322	381	289
44	39	289	322	322	387	289
40	44	612	767	733	703	631
44	40	603	717	719	709	630
40	45	907	1135	1070	1135	934
45	40	902	1041	973	1034	933
40	46	615	745	751	705	624
46	40	614	762	689	741	630
41	48	1023	1198	1204	1248	1198
48	41	1144	1316	1275	1392	1158
42	47	879	968	956	1057	947
47	42	889	987	1031	1116	940
42	48	873	983	981	1026	943
48	42	860	1007	1021	1141	938
42	57	824	879	875	904	865
57	42	781	891	876	880	834
43	60	528	643	607	637	635
60	43	523	664	615	686	571
44	45	540	660	616	733	596
