# HG121_102.txt 
# Nodes 
60
# Arcs 
210
# Required Edges 
41
# Num Intervals 
10
# Arcs and travel times 
1	2	347	382	408	425	406	400	401	445	350	343
2	1	380	419	439	444	429	475	483	513	404	420
3	4	1099	1358	1306	1251	1224	1309	1340	1611	1240	1088
4	3	1190	1502	1385	1386	1352	1367	1444	1512	1202	1174
4	5	847	1140	1037	1050	969	1006	1079	1163	933	872
5	4	813	1052	936	909	909	981	950	1192	885	821
6	7	350	350	447	445	432	442	442	433	363	353
7	6	353	350	417	452	402	426	413	403	350	353
5	8	750	967	837	809	798	887	947	1139	809	762
8	5	829	1088	958	987	918	989	1064	1124	890	834
5	9	622	734	753	718	718	703	742	771	705	622
9	5	628	835	775	775	696	734	771	713	650	628
10	11	1418	1613	1402	1342	1361	1354	1755	1712	1406	1234
11	10	1164	1463	1287	1286	1252	1290	1357	1847	1348	1170
12	13	281	397	390	369	361	393	390	444	344	297
13	12	281	404	469	396	388	461	477	551	393	281
14	15	983	983	963	899	919	975	1196	1358	1007	827
15	14	771	953	966	886	837	893	948	1054	895	771
14	16	1234	1278	1201	1174	1140	1206	1499	1539	1255	1042
16	14	993	1191	1080	1126	1040	1149	1175	1496	1067	983
17	18	426	669	506	496	505	534	537	664	447	436
18	17	198	245	249	242	244	251	268	313	196	195
11	18	901	1177	963	968	950	966	1007	1431	1047	875
18	11	723	923	813	746	754	740	813	963	758	720
11	19	991	1230	1069	1066	1056	1100	1177	1607	1171	997
19	11	1098	1323	1167	1160	1186	1163	1261	1361	1083	1071
11	20	833	977	953	947	922	933	952	1335	1018	832
20	11	921	1115	980	976	985	953	1012	1069	936	887
13	21	291	437	419	340	369	408	404	491	384	293
21	13	292	354	337	317	317	355	331	393	336	309
22	23	386	473	474	449	425	488	515	653	517	388
23	22	433	532	523	498	513	575	617	636	456	450
24	25	428	453	610	578	547	613	638	547	463	428
25	24	425	425	543	569	508	566	566	502	426	425
26	27	442	506	593	579	528	551	591	729	474	445
27	26	456	582	606	607	544	626	628	644	471	460
25	28	306	320	435	372	397	416	391	369	323	306
28	25	306	315	383	377	396	406	409	366	331	306
29	30	1075	1424	1456	1315	1134	1252	1377	1589	1145	1074
30	29	1186	1335	1237	1267	1237	1321	1304	1439	1098	1076
