# P222500_102.txt 
# Nodes 
50
# Arcs 
368
# Required Edges 
74
# Num Intervals 
10
# Arcs and travel times 
1	2	375	571	510	468	467	467	480	408	372	372
2	1	370	443	443	436	487	449	442	617	452	368
1	10	596	788	711	697	652	724	680	787	633	602
10	1	586	674	661	678	695	679	675	702	615	582
2	3	904	1175	1016	1029	1010	1076	1176	1376	1048	912
3	2	1087	1342	1246	1152	1175	1204	1246	1275	1041	1056
2	10	771	990	924	883	888	951	908	1141	892	784
10	2	876	1072	961	1002	968	953	975	944	853	867
3	4	647	795	795	711	739	782	801	922	710	655
4	3	585	680	666	626	600	712	686	795	655	566
3	10	271	272	345	304	310	327	326	326	271	270
10	3	254	260	278	273	271	292	300	304	274	249
4	5	564	606	629	631	593	688	627	687	607	543
5	4	583	658	691	659	686	672	702	774	625	583
4	7	505	557	545	562	523	566	544	699	527	480
7	4	503	613	545	563	566	575	595	710	568	503
4	9	730	833	829	786	759	860	824	1033	809	715
9	4	836	936	860	812	815	844	1038	1108	934	732
5	6	619	692	784	760	744	744	717	769	645	643
6	5	592	709	712	730	698	759	703	750	637	595
6	7	525	621	633	653	598	639	597	699	553	525
7	6	524	627	656	660	629	628	624	670	580	572
7	8	278	316	346	344	352	364	380	425	296	279
8	7	230	276	320	279	298	332	323	399	242	242
8	9	376	402	487	438	444	524	438	568	411	382
9	8	576	439	529	520	493	588	697	654	581	431
9	10	538	377	443	410	408	464	678	632	538	369
10	9	369	383	432	427	416	437	408	543	403	369
11	12	1233	1438	1295	1344	1277	1401	1424	1508	1234	1128
12	11	1147	1301	1317	1343	1286	1338	1495	1495	1178	1147
11	14	751	801	769	798	759	793	759	786	754	689
14	11	693	821	887	788	901	791	817	775	764	735
11	15	1251	1470	1323	1358	1294	1407	1441	1525	1251	1145
15	11	1178	1495	1329	1343	1306	1495	1495	1531	1205	1178
12	13	538	567	710	636	622	679	667	716	578	567
13	12	687	633	759	744	683	789	819	777	687	580
13	15	699	651	780	766	701	798	837	788	699	597
15	13	567	582	723	659	639	707	693	747	590	567
13	16	496	578	674	644	626	639	606	606	517	496
