# P142200_152.txt 
# Nodes 
28
# Arcs 
158
# Required Edges 
31
# Num Intervals 
15
# Arcs and travel times 
1	2	743	772	1195	1009	957	961	925	926	909	950	946	778	737	731	807
2	1	732	723	853	878	834	812	965	866	845	875	1000	1037	894	727	722
1	4	353	346	391	408	412	418	393	382	418	436	437	407	367	338	337
4	1	377	383	578	460	452	410	472	446	428	575	605	436	409	399	368
2	3	1789	2049	2080	2012	1981	1957	1999	2082	2143	2329	2654	2535	2075	1835	1759
3	2	2152	2505	2546	2467	2329	2392	2326	2434	2414	2467	2406	2443	2062	2039	1993
2	4	703	702	781	825	814	798	852	814	847	859	1083	1124	888	703	704
4	2	843	876	1331	1169	1074	999	1026	1024	1003	1165	1161	923	890	867	923
3	4	1281	1411	1599	1575	1531	1545	1463	1572	1558	1586	1674	1651	1405	1307	1306
4	3	1159	1278	1397	1319	1228	1235	1188	1243	1274	1358	1631	1493	1296	1183	1133
5	6	1226	1313	1432	1552	1457	1414	1473	1493	1393	1420	1644	1496	1278	1318	1214
6	5	1172	1252	1477	1409	1434	1397	1382	1420	1339	1391	1525	1404	1261	1224	1206
6	7	1039	1039	1292	1253	1306	1282	1185	1234	1163	1183	1430	1403	1095	1058	1058
7	6	1038	1108	1432	1299	1237	1214	1245	1222	1201	1235	1316	1326	1149	1149	1029
6	8	1120	1265	1435	1349	1382	1380	1382	1402	1307	1499	1669	1570	1294	1172	1154
8	6	1148	1262	1616	1438	1311	1406	1328	1367	1288	1343	1680	1522	1192	1206	1149
9	10	1065	735	1374	878	1298	899	807	844	1341	1342	841	788	1065	732	725
10	9	730	748	890	855	860	858	823	868	811	807	1106	1133	797	734	734
9	14	1398	1243	1706	1394	1607	1430	1321	1362	1797	1708	1449	1436	1508	1214	1180
14	9	1133	1259	1417	1347	1229	1298	1213	1295	1298	1371	1699	1631	1342	1158	1158
10	11	2060	2132	2320	2228	2492	2202	2224	2202	2233	2501	2333	2229	2060	2060	2060
11	10	2062	2051	2253	2246	2246	2444	2206	2251	2250	2212	2385	2280	2110	1997	1965
11	12	2442	2556	2734	2564	2572	2754	2529	2610	2698	2819	3024	2824	2443	2298	2239
12	11	2272	2525	2960	2607	2686	2523	2547	2600	2593	2960	2960	2960	2333	2377	2333
11	14	1486	1419	1545	1522	1560	1709	1503	1558	1547	1503	1557	1557	1492	1423	1389
14	11	1372	1441	1644	1756	1584	1548	1783	2060	1509	1618	1691	1586	1512	1433	1433
12	13	1066	1144	1177	1405	1276	1298	1231	1278	1303	1321	1336	1478	1144	1144	1123
13	12	1361	1254	1572	1503	1684	1461	1353	1436	1782	1621	1565	1385	1361	1186	1138
12	14	923	1062	1326	1169	1148	1155	1066	1131	1148	1207	1357	1250	969	1016	945
14	12	868	1086	1236	1152	1008	1076	981	1091	1119	1164	1485	1393	1086	947	878
13	14	1435	1448	1706	1629	1607	1610	1511	1568	1832	1707	1663	1612	1555	1360	1352
