# F81013_151.txt 
# Nodes 
80
# Arcs 
284
# Required Edges 
37
# Num Intervals 
15
# Arcs and travel times 
1	2	616	677	763	781	778	738	718	816	758	795	903	826	735	622	616
9	10	535	535	598	587	609	589	600	610	581	614	588	572	585	535	524
17	18	730	791	970	820	812	866	803	829	826	854	975	944	796	777	759
25	26	660	723	886	815	803	820	756	789	770	829	953	895	768	687	679
33	34	684	687	877	813	826	766	790	795	804	805	950	841	748	689	684
41	42	240	254	323	319	307	292	285	308	311	329	336	275	253	248	239
49	50	612	808	822	806	725	713	695	727	745	766	931	942	720	692	619
57	58	699	732	830	760	791	767	751	757	784	791	902	868	719	695	695
65	66	351	347	408	439	444	458	461	460	463	425	462	419	404	382	351
73	74	630	705	819	784	718	738	672	785	805	780	820	768	688	657	649
2	3	360	368	496	486	446	462	466	409	471	471	450	432	395	362	353
10	11	535	564	668	594	656	610	606	604	616	625	636	699	574	526	526
18	19	932	983	1291	1085	1158	1157	1007	1156	1157	1164	1197	1147	1022	910	905
26	27	927	1051	1292	1108	1034	1097	1082	1139	1129	1163	1262	1158	932	958	903
34	35	322	375	486	426	439	439	401	428	442	468	522	498	395	322	322
42	43	678	754	835	839	835	792	784	781	844	892	856	852	710	698	684
50	51	290	277	334	358	365	342	342	342	386	336	385	331	310	302	301
58	59	597	621	778	709	702	725	655	670	686	712	735	660	610	635	597
66	67	806	972	953	967	920	936	923	915	930	982	1106	1006	795	757	800
74	75	700	740	919	857	810	794	768	822	812	813	1012	956	785	700	700
3	4	435	446	508	499	511	469	488	475	496	512	681	643	484	437	435
11	12	425	436	649	549	559	588	494	536	555	513	542	487	475	434	433
19	20	761	851	928	881	845	852	829	837	868	936	1102	1020	840	792	761
27	28	708	772	926	888	886	873	882	864	870	844	929	913	746	692	692
35	36	466	622	764	605	626	643	522	647	620	699	796	767	583	484	492
43	44	302	299	346	314	337	323	301	332	339	332	295	295	288	284	302
51	52	771	896	1029	982	916	917	946	943	935	1019	1084	970	788	771	803
59	60	793	877	1039	1013	881	909	888	931	912	1004	1134	990	910	895	818
67	68	360	481	589	439	440	454	400	431	458	475	444	473	401	401	362
75	76	276	291	292	305	312	284	295	336	339	312	380	393	306	331	288
4	5	478	640	699	549	516	579	513	549	549	551	713	758	602	491	491
12	13	211	213	319	302	323	263	259	268	281	281	432	295	230	216	214
20	21	275	276	343	327	339	347	330	339	365	363	349	401	291	275	275
28	29	246	246	292	330	379	340	362	321	330	357	347	303	265	256	246
36	37	1240	1493	1642	1483	1385	1458	1458	1482	1412	1556	1564	1471	1218	1205	1213
44	45	624	733	765	712	742	705	709	756	706	699	834	915	648	666	681
52	53	411	411	563	515	516	467	444	471	494	501	542	482	444	411	411
60	61	125	125	204	144	153	182	156	181	179	164	193	161	133	125	126
68	69	251	313	310	305	299	284	282	301	289	287	322	343	254	270	311
76	77	401	410	583	495	508	511	447	509	488	445	538	464	426	411	409
5	6	1149	1062	1477	1152	1330	1143	1096	1301	1399	1426	1264	1220	1213	974	973
13	14	302	316	364	382	387	450	360	372	401	358	343	354	333	302	314
21	22	466	473	705	673	708	630	619	668	691	692	615	586	488	525	473
29	30	227	227	320	288	291	321	277	315	306	280	310	251	229	231	227
37	38	1005	1175	1186	1152	1160	1147	1163	1181	1185	1191	1578	1439	1163	1040	993
45	46	543	640	870	713	711	681	646	674	699	651	720	618	611	564	557
53	54	688	770	1125	923	881	825	809	852	852	836	813	781	701	688	688
61	62	495	539	756	592	626	589	558	575	581	620	648	626	512	513	498
69	70	494	592	808	629	616	605	569	624	613	595	664	631	541	529	505
77	78	357	361	482	495	437	475	414	451	432	436	556	476	384	360	358
6	7	335	335	364	375	388	367	367	363	361	389	400	396	363	335	335
14	15	1219	1385	1605	1420	1348	1426	1408	1415	1446	1499	1541	1453	1247	1198	1189
22	23	742	859	971	918	896	874	843	904	928	931	1033	1075	830	782	734
30	31	663	734	745	730	750	753	730	754	757	722	816	863	705	713	711
38	39	371	480	541	498	490	465	470	458	478	476	478	477	435	404	371
46	47	547	547	722	696	686	673	740	678	692	680	753	747	640	580	550
54	55	1097	1260	1357	1316	1281	1263	1227	1335	1363	1447	1650	1521	1250	1122	1068
62	63	303	312	395	400	339	332	356	350	373	394	416	433	318	308	304
70	71	116	116	136	124	129	132	136	120	133	139	153	135	120	116	116
78	79	157	179	205	190	220	182	201	171	215	242	213	226	199	157	157
7	8	536	541	615	633	623	657	612	602	618	636	642	654	544	589	532
15	16	1003	1098	1194	1183	1191	1157	1108	1172	1163	1173	1331	1356	1046	1026	1001
23	24	1050	1196	1299	1237	1236	1223	1155	1221	1215	1305	1375	1271	1159	1151	1029
31	32	281	301	339	349	343	358	336	360	347	336	329	349	329	287	301
39	40	349	414	514	466	448	455	374	463	456	509	464	474	402	362	347
47	48	474	453	621	680	690	620	631	615	642	638	620	615	483	447	452
55	56	671	784	987	866	854	882	796	825	844	882	1013	936	705	717	684
63	64	327	440	451	443	426	460	438	442	430	494	501	528	422	383	375
71	72	537	537	659	617	600	586	561	561	643	644	743	749	599	561	533
79	80	408	485	557	475	533	473	421	469	494	469	614	608	430	411	405
1	9	740	784	863	868	896	868	840	916	870	877	989	981	861	763	742
9	17	585	587	623	595	669	611	596	613	590	619	645	699	601	549	549
17	25	182	189	246	217	226	244	221	250	224	239	252	213	192	198	182
25	33	661	704	837	756	830	811	787	801	737	815	744	828	718	661	661
33	41	750	842	932	856	857	843	833	839	867	942	1118	1024	826	768	746
41	49	523	604	749	634	743	638	623	691	654	706	723	776	560	565	588
49	57	770	940	1027	935	928	908	921	926	939	920	1056	1064	824	835	759
57	65	810	906	990	882	899	906	865	899	929	1005	1119	1001	852	826	784
65	73	483	529	565	613	560	560	585	568	598	560	639	636	522	512	489
2	10	280	284	347	342	332	323	322	339	346	341	337	332	296	280	280
10	18	977	1072	1223	1074	1090	1106	1084	1135	1098	1194	1316	1263	1072	1001	969
18	26	474	426	589	534	667	526	493	509	609	629	471	451	474	428	426
26	34	229	238	322	335	317	319	337	296	341	301	322	274	240	235	233
34	42	243	253	285	283	290	307	265	278	294	321	301	256	250	246	242
42	50	136	136	153	156	162	174	144	150	149	171	164	153	134	139	167
50	58	523	621	725	657	664	643	617	622	654	655	776	757	571	564	544
58	66	666	785	948	835	789	807	749	777	785	853	1044	983	798	699	657
66	74	1180	1425	1494	1388	1326	1354	1388	1365	1392	1440	1611	1475	1237	1163	1163
3	11	513	535	620	611	636	561	585	567	616	602	649	699	574	513	513
11	19	468	499	674	624	594	625	601	532	599	637	565	632	574	485	468
19	27	181	175	230	231	229	234	230	235	239	211	209	201	203	174	174
27	35	567	637	725	711	651	650	611	650	701	688	933	908	611	567	567
35	43	364	422	511	444	491	437	380	463	447	473	599	647	383	367	378
43	51	955	1026	1199	1130	1130	1130	1046	1065	1128	1198	1286	1185	1063	992	927
51	59	1123	1296	1368	1357	1329	1320	1379	1295	1336	1371	1549	1445	1140	1136	1160
59	67	757	819	861	1001	863	869	806	891	872	933	873	825	829	804	770
67	75	506	626	804	645	643	639	580	650	638	664	682	642	567	536	506
4	12	320	410	536	378	363	393	373	377	391	399	536	478	391	330	329
12	20	248	251	339	332	305	304	294	278	282	294	414	313	258	254	248
20	28	366	374	521	456	493	531	461	454	494	484	507	423	391	370	371
28	36	443	452	535	547	626	626	539	539	523	564	553	522	443	447	443
36	44	673	712	760	835	847	892	791	775	775	843	795	732	673	681	712
44	52	115	115	129	140	130	127	127	123	125	136	121	116	115	115	115
52	60	471	502	610	540	506	547	530	518	530	571	728	669	532	475	468
60	68	470	521	758	527	527	551	526	542	557	601	637	633	509	482	476
68	76	295	408	409	377	360	347	330	376	321	368	404	380	327	287	282
5	13	447	259	598	315	579	315	292	435	580	590	287	292	447	262	260
13	21	296	296	348	342	363	380	351	364	380	371	385	410	296	296	302
21	29	460	480	701	572	560	560	546	544	569	596	599	544	489	466	462
29	37	744	821	1166	967	961	938	849	871	933	948	950	878	776	742	742
37	45	1013	1166	1199	1165	1173	1160	1187	1189	1178	1206	1595	1439	1156	1032	1002
45	53	758	958	1010	988	950	933	879	899	974	901	1075	1013	816	789	758
53	61	739	785	1001	902	895	874	830	857	918	923	1043	1022	801	758	740
61	69	470	542	595	563	591	583	523	570	565	598	617	685	488	493	542
69	77	585	712	953	791	729	727	687	729	720	732	814	751	654	624	595
6	14	916	1050	1134	1068	1074	1020	1005	1033	1051	1118	1276	1232	979	954	923
14	22	751	845	1007	907	929	974	904	929	973	970	982	965	813	804	788
22	30	605	702	860	754	737	729	679	764	770	736	802	731	657	653	611
30	38	574	685	648	650	657	684	647	685	678	661	737	769	611	630	626
38	46	532	629	882	685	700	663	646	674	678	674	717	640	594	574	543
46	54	771	837	1074	963	1004	915	938	951	971	971	981	925	832	766	766
54	62	634	663	740	791	793	758	727	810	787	771	860	868	742	634	634
62	70	337	346	441	362	378	381	376	387	379	384	435	416	351	344	345
70	78	310	310	432	370	385	347	359	398	373	405	444	403	338	313	310
7	15	584	614	745	736	704	694	699	682	672	696	680	630	637	584	574
15	23	570	579	675	676	715	678	645	695	684	696	771	836	656	577	577
23	31	764	892	908	849	863	853	857	869	860	849	1014	1104	833	790	810
31	39	458	585	563	589	540	526	517	558	530	540	548	581	563	472	476
39	47	335	344	442	423	399	387	363	412	415	425	433	394	360	337	359
47	55	632	705	956	873	825	799	753	802	835	884	935	902	709	658	632
55	63	513	566	650	622	637	630	604	574	656	656	746	715	530	535	490
63	71	274	308	463	405	419	346	298	378	453	418	457	438	284	237	260
71	79	215	237	377	264	277	280	246	282	272	285	311	333	228	225	214
8	16	56	56	62	72	56	74	65	61	56	61	79	56	56	56	56
16	24	1145	1225	1471	1453	1340	1293	1264	1327	1311	1417	1428	1319	1258	1244	1145
24	32	868	1076	1033	1051	1002	974	1012	1025	1023	1029	1162	1087	873	857	892
32	40	475	572	679	671	587	577	513	584	612	571	593	588	547	520	476
40	48	674	747	921	837	784	782	769	781	831	797	1019	909	782	713	711
48	56	684	764	975	831	819	852	796	830	831	882	935	843	701	689	684
56	64	523	524	680	614	629	619	628	683	619	676	775	781	553	528	524
64	72	676	751	916	788	753	750	738	735	764	782	895	856	743	692	670
72	80	261	290	384	349	334	318	289	301	336	311	329	316	265	261	261
2	1	635	673	965	853	794	745	762	762	746	771	724	718	669	635	635
10	9	484	494	622	556	604	556	605	594	556	588	556	561	524	488	481
18	17	699	712	978	809	875	830	764	785	833	892	963	832	744	700	685
26	25	676	759	931	852	806	841	836	827	794	846	1049	877	727	726	676
34	33	743	791	913	847	923	871	838	887	889	903	978	926	837	764	739
42	41	218	237	267	306	305	282	308	250	308	317	342	274	230	242	224
50	49	642	766	867	813	843	811	770	820	812	815	909	932	718	705	713
58	57	637	753	894	737	792	754	700	742	760	782	888	816	715	682	637
66	65	396	396	406	478	494	494	474	472	470	475	506	434	382	354	406
74	73	609	640	772	763	699	705	689	709	694	703	818	858	685	609	609
3	2	354	354	509	463	476	426	425	387	469	421	488	409	381	354	354
